1	5001
1	5002
1	5003
1	5078
1	5079
1	5080
1	5082
1	5083
1	5084
1	5085
1	5089
1	5108
1	5109
1	5112
1	5114
1	5130
1	9129
1	10000
1	10159
1	10166
1	20028
1	20033
1	20036
1	20048
1	20171
1	21005
1	21012
1	21026
1	21038
1	21039
1	21096
1	21097
1	21102
1	21107
1	21115
1	21118
1	21119
1	21121
1	22005
1	22022
1	22031
1	22052
1	22053
1	22055
1	22142
1	22143
1	22149
1	22155
1	22165
1	22171
1	22172
1	22179
1	30033
1	30034
1	30042
1	33033
1	33034
1	33036
1	33037
1	33038
1	33064
1	33108
1	33113
1	33123
1	33124
1	33156
1	34015
1	34105
1	35007
1	35008
1	35009
1	35011
1	35034
1	35039
1	35042
1	35043
1	35044
1	35052
1	35091
1	35092
1	35116
1	35129
1	37014
1	37015
1	37017
1	37018
1	37026
1	37032
1	37035
1	37040
1	37069
1	50027
1	50028
1	50033
1	50034
1	50065
1	50070
1	50211
1	50259
1	51088
1	51089
1	51090
1	51110
1	51111
1	54001
1	54003
1	54004
1	54008
1	54015
1	54016
1	54019
1	54027
1	54037
1	54039
1	54185
1	54187
1	54188
1	54190
1	54193
1	54194
1	54195
1	54200
1	57001
1	57003
1	57004
1	57015
1	57020
1	57040
1	57041
1	57056
1	57085
1	57090
1	57136
1	58000
1	58001
1	58002
1	58003
1	58004
1	58005
1	58006
1	58008
1	58009
1	58011
1	58012
1	58013
1	58015
1	58016
1	58024
1	58025
1	58026
1	58027
1	58029
1	58033
1	58034
1	58035
1	58036
1	58037
1	58038
1	58039
1	58040
1	58041
1	58042
1	58043
1	58045
1	58047
1	58053
1	58054
1	58055
1	68055
1	68056
1	68168
1	68169
1	68190
1	68200
1	68223
1	70010
1	70011
1	70042
1	255702
1	269011
1	269012
2	2310
2	5013
2	5014
2	5015
2	5016
2	5019
2	5020
2	5021
2	5022
2	5023
2	5024
2	5025
2	5040
2	5072
2	5074
2	5076
2	6011
2	6013
2	6014
2	6015
2	6016
2	6838
2	7007
2	7008
2	7009
2	7010
2	7790
2	13346
2	13970
2	16253
2	19943
2	19950
2	20036
2	20176
2	20187
2	20198
2	20258
2	20297
2	20414
2	26800
2	30980
2	31992
2	36750
2	60084
2	67531
2	70482
2	86875
2	86961
2	89615
2	94100
2	94114
2	94128
2	94170
2	94212
3	13045
3	13046
3	13047
3	13048
3	13106
3	13419
3	14905
3	14969
3	22745
3	31485
4	13019
4	22745
5	2300
5	17981
6	5500
6	5507
6	8003
7	54035
7	54036
7	54207
7	54235
7	54250
7	54254
8	8500
8	8572
8	8644
9	4007
9	4009
9	4013
9	4024
9	4036
9	4043
9	4078
9	4080
10	4002
10	4009
10	4011
10	4012
10	4014
10	4025
10	4039
10	4042
10	4043
10	4050
10	4051
10	4074
10	4075
10	4143
11	4017
11	4018
11	4023
11	4044
12	4006
12	4015
12	4021
12	4028
12	4029
12	4033
12	4079
12	4096
12	4152
12	4191
13	4010
13	4022
13	4045
13	4047
13	4091
13	4092
13	4094
13	4101
13	4108
13	4109
13	4110
13	4112
13	4114
13	4115
13	4116
13	4119
13	4120
13	4122
13	4125
13	4128
13	4129
13	4137
13	4139
13	4145
13	4146
13	4148
13	4150
14	33027
14	33039
14	33055
15	8500
15	8572
15	8644
15	59027
15	59029
15	59030
15	59032
15	59036
15	59058
15	59061
15	59067
15	59074
15	59124
16	63013
16	63021
16	63025
17	189421
17	189433
17	189446
18	189448
18	189457
19	189000
19	189420
19	189429
19	189432
19	189438
19	189440
19	189451
20	189380
20	189423
20	189437
21	189426
21	189436
21	189447
22	189417
22	189441
23	189435
23	189450
117	34005
117	34020
117	34026
117	34040
117	34048
118	34010
118	34017
118	34021
118	34031
118	34039
120	68030
120	68036
120	68158
121	68016
121	68034
121	68041
122	5001
122	5002
122	5003
122	5078
122	5079
122	5080
122	5082
122	5083
122	5084
122	5085
122	5089
122	5108
122	5109
122	5112
122	5114
122	5130
123	5075
123	5076
123	5077
123	5081
123	5086
123	5090
123	5110
123	5111
123	5113
123	5115
123	5117
123	5124
124	17009
124	17010
124	17012
124	17016
124	17031
124	17039
125	73001
125	73002
125	73005
125	73007
125	73008
125	73009
125	73010
125	73012
125	73014
125	73015
125	73017
125	73019
125	73021
125	73034
125	73062
125	73105
126	101035
126	101045
126	101054
127	21001
127	21004
127	21010
128	34032
128	34077
129	32001
129	32003
129	32004
129	32005
129	32006
129	32008
129	32011
129	32026
129	32039
129	32052
129	32054
129	32060
129	32061
130	31033
130	31050
130	31051
130	31063
130	31064
130	31068
130	31070
130	31072
130	31075
130	31078
131	13000
131	13001
131	13004
132	54003
132	54004
132	54008
132	54016
132	54027
132	54037
132	54187
132	54188
132	54190
200	16002
200	16004
200	16018
201	15135
201	16010
201	16017
201	16021
201	16024
201	66014
201	66135
202	407080
202	407082
202	407093
202	407095
202	407097
202	407099
202	407100
202	407101
202	407102
203	407075
203	407076
203	407077
203	407084
203	407103
203	407104
203	407105
203	407106
