1	701	200	2	1	3	-1	-1	1	\N
2	701	14	1	1	4	-1	-1	1	\N
3	701	201	1	1	1	-1	-1	1	\N
4	701	202	8	1	6	-1	-1	10	\N
5	701	11	8	1	14	-1	-1	8	\N
6	701	207	16	1	28	-1	-1	1	\N
7	701	216	1	2	15	-1	-1	1	\N
8	701	17	2	4	9	-1	-1	1	\N
9	701	560	1	5	13	-1	-1	1	\N
10	701	219	8	7	16	-1	-1	10	\N
11	701	12	2	10	19	-1	-1	2	\N
12	701	485	8	11	16	-1	-1	7	\N
13	701	16	1	14	28	-1	-1	1	\N
14	701	3575	8	15	34	-1	-1	6	\N
15	701	368	8	15	24	-1	-1	8	\N
16	701	123	1	16	30	-1	-1	1	\N
17	701	89	8	17	20	-1	-1	10	\N
18	701	2502	2	19	28	-1	-1	1	\N
19	701	15	2	20	29	-1	-1	2	\N
20	701	4088	8	20	39	-1	-1	6	\N
21	701	486	8	21	30	-1	-1	10	\N
22	701	18	8	25	34	-1	-1	9	\N
23	701	130	16	29	255	-1	-1	1	\N
24	701	2175	2	29	43	-1	-1	1	\N
25	701	329	1	29	43	-1	-1	1	\N
26	701	9	2	30	38	-1	-1	2	\N
27	701	124	1	31	45	-1	-1	1	\N
28	701	487	8	31	39	-1	-1	10	\N
29	701	3576	8	35	61	-1	-1	7	\N
30	701	19	8	35	39	-1	-1	8	\N
31	701	13	2	39	69	-1	-1	2	\N
32	701	3692	8	40	44	-1	-1	10	\N
33	701	4089	8	40	53	-1	-1	6	\N
34	701	1445	8	40	48	-1	-1	11	\N
35	701	1444	2	44	58	-1	-1	1	\N
36	701	672	1	44	53	-1	-1	1	\N
37	701	4053	8	45	59	-1	-1	10	\N
38	701	125	1	46	57	-1	-1	1	\N
39	701	2505	8	49	57	-1	-1	11	\N
40	701	1547	8	51	59	-1	-1	9	\N
41	701	1543	1	54	55	-1	-1	1	\N
42	701	4090	8	54	61	-1	-1	6	\N
43	701	2508	1	56	61	-1	-1	1	\N
44	701	1544	1	58	60	-1	-1	1	\N
45	701	2509	8	58	59	-1	-1	11	\N
46	701	1522	2	59	59	-1	-1	1	\N
47	701	1546	8	60	255	-1	-1	9	\N
48	701	2109	8	60	64	-1	-1	11	\N
49	701	2122	8	60	61	-1	-1	10	\N
50	701	2180	2	60	61	-1	-1	1	\N
51	701	3481	1	61	62	-1	-1	1	\N
52	701	3467	8	62	64	-1	-1	10	\N
53	701	3472	8	62	63	-1	-1	7	\N
54	701	3475	2	62	64	-1	-1	1	\N
55	701	3476	1	62	64	-1	-1	1	\N
56	701	4091	8	62	66	-1	-1	6	\N
57	701	3482	1	63	65	-1	-1	1	\N
58	701	4108	8	64	66	-1	-1	7	\N
59	701	3474	8	65	69	-1	-1	11	\N
60	701	3479	8	65	66	-1	-1	10	\N
61	701	4882	2	65	66	-1	-1	1	\N
62	701	4973	1	65	66	-1	-1	1	\N
63	701	5254	1	66	67	-1	-1	1	\N
64	701	5257	8	67	69	-1	-1	10	\N
65	701	5258	8	67	68	-1	-1	7	\N
66	701	5259	2	67	255	-1	-1	1	\N
67	701	5260	1	67	68	-1	-1	1	\N
68	701	5261	8	67	255	-1	-1	6	\N
69	701	5266	1	68	255	-1	-1	1	\N
70	701	5272	8	69	255	-1	-1	7	\N
71	701	8006	1	69	69	-1	-1	1	\N
72	701	5276	8	70	255	-1	-1	11	\N
73	701	5278	8	70	255	-1	-1	10	\N
74	701	5279	1	70	255	-1	-1	1	\N
75	701	6140	2	70	255	-1	-1	2	\N
76	702	288	8	1	5	-1	-1	1	\N
