2	-1	-1	2	2	1	51	-1	0	0	3	-1	3
3	-1	-1	2	2	1	51	-1	0	0	3	2	4
4	-1	-1	2	2	1	51	-1	0	0	3	3	5
5	-1	-1	2	2	1	51	-1	0	0	3	4	6
6	-1	-1	2	2	1	51	-1	0	0	3	5	292
7	-1	-1	7	7	1	51	-1	0	0	3	-1	8
8	-1	-1	7	7	1	51	-1	0	0	3	7	9
9	-1	-1	7	7	1	51	-1	0	0	3	8	10
10	-1	-1	7	7	1	51	-1	0	0	3	9	11
11	-1	-1	7	7	1	51	-1	0	0	3	10	302
12	-1	-1	12	12	1	51	-1	0	0	3	-1	13
13	-1	-1	12	12	1	51	-1	0	0	3	12	14
14	-1	-1	12	12	1	51	-1	0	0	3	13	15
15	-1	-1	12	12	1	51	-1	0	0	3	14	16
16	-1	-1	12	12	1	51	-1	0	0	3	15	312
17	-1	-1	17	17	1	51	-1	0	0	3	-1	18
18	-1	-1	17	17	1	51	-1	0	0	3	17	19
19	-1	-1	17	17	1	51	-1	0	0	3	18	20
20	-1	-1	17	17	1	51	-1	0	0	3	19	21
21	-1	-1	17	17	1	51	-1	0	0	3	20	322
22	-1	-1	22	22	1	51	-1	0	0	3	-1	23
23	-1	-1	22	22	1	51	-1	0	0	3	22	24
24	-1	-1	22	22	1	51	-1	0	0	3	23	25
25	-1	-1	22	22	1	51	-1	0	0	3	24	26
26	-1	-1	22	22	1	51	-1	0	0	3	25	332
27	-1	-1	27	27	1	51	-1	0	0	3	-1	28
28	-1	-1	27	27	1	51	-1	0	0	3	27	29
29	-1	-1	27	27	1	51	-1	0	0	3	28	30
30	-1	-1	27	27	1	51	-1	0	0	3	29	31
31	-1	-1	27	27	1	51	-1	0	0	3	30	342
32	-1	-1	32	32	1	51	-1	0	0	3	-1	33
33	-1	-1	32	32	1	51	-1	0	0	3	32	34
34	-1	-1	32	32	1	51	-1	0	0	3	33	35
35	-1	-1	32	32	1	51	-1	0	0	3	34	36
36	-1	-1	32	32	1	51	-1	0	0	3	35	352
37	-1	-1	37	37	1	51	-1	0	0	3	-1	38
38	-1	-1	37	37	1	51	-1	0	0	3	37	39
39	-1	-1	37	37	1	51	-1	0	0	3	38	40
40	-1	-1	37	37	1	51	-1	0	0	3	39	41
41	-1	-1	37	37	1	51	-1	0	0	3	40	362
42	-1	-1	42	42	1	51	-1	0	0	3	-1	43
43	-1	-1	42	42	1	51	-1	0	0	3	42	44
44	-1	-1	42	42	1	51	-1	0	0	3	43	45
45	-1	-1	42	42	1	51	-1	0	0	3	44	46
46	-1	-1	42	42	1	51	-1	0	0	3	45	372
47	-1	-1	47	47	1	51	-1	0	0	3	-1	48
48	-1	-1	47	47	1	51	-1	0	0	3	47	49
49	-1	-1	47	47	1	51	-1	0	0	3	48	50
50	-1	-1	47	47	1	51	-1	0	0	3	49	51
51	-1	-1	47	47	1	51	-1	0	0	3	50	382
52	-1	-1	52	52	1	51	-1	0	0	3	-1	53
53	-1	-1	52	52	1	51	-1	0	0	3	52	54
54	-1	-1	52	52	1	51	-1	0	0	3	53	55
55	-1	-1	52	52	1	51	-1	0	0	3	54	56
56	-1	-1	52	52	1	51	-1	0	0	3	55	392
57	-1	-1	57	57	1	51	-1	0	0	3	-1	58
58	-1	-1	57	57	1	51	-1	0	0	3	57	59
59	-1	-1	57	57	1	51	-1	0	0	3	58	60
60	-1	-1	57	57	1	51	-1	0	0	3	59	61
61	-1	-1	57	57	1	51	-1	0	0	3	60	402
62	-1	-1	62	62	1	51	-1	0	0	3	-1	63
63	-1	-1	62	62	1	51	-1	0	0	3	62	64
64	-1	-1	62	62	1	51	-1	0	0	3	63	672
68	-1	-1	68	68	1	51	-1	0	0	3	-1	69
69	-1	-1	68	68	1	51	-1	0	0	3	68	70
70	-1	-1	68	68	1	51	-1	0	0	3	69	-1
71	-1	-1	71	71	1	51	-1	0	0	3	-1	72
72	-1	-1	71	71	1	51	-1	0	0	3	71	73
73	-1	-1	71	71	1	51	-1	0	0	3	72	676
74	-1	-1	74	74	1	51	-1	0	0	3	-1	75
75	-1	-1	74	74	1	51	-1	0	0	3	74	76
76	-1	-1	74	74	1	51	-1	0	0	3	75	-1
77	-1	-1	77	77	2	55	-1	0	0	3	-1	78
78	-1	-1	77	77	4	55	-1	0	0	3	77	79
79	-1	-1	77	77	6	55	-1	0	0	3	78	434
80	-1	-1	80	80	2	55	-1	0	0	3	-1	81
81	-1	-1	80	80	4	55	-1	0	0	3	80	82
82	-1	-1	80	80	6	55	-1	0	0	3	81	437
83	-1	-1	83	83	2	55	-1	0	0	3	-1	84
84	-1	-1	83	83	4	55	-1	0	0	3	83	85
85	-1	-1	83	83	6	55	-1	0	0	3	84	13099
86	-1	-1	86	86	2	55	-1	0	0	3	-1	87
87	-1	-1	86	86	4	55	-1	0	0	3	86	88
88	-1	-1	86	86	6	55	-1	0	0	3	87	266
92	-1	-1	92	92	2	55	-1	0	0	3	-1	93
93	-1	-1	92	92	4	55	-1	0	0	3	92	94
94	-1	-1	92	92	6	55	-1	0	0	3	93	-1
98	-1	-1	98	98	2	55	-1	0	0	3	-1	99
99	-1	-1	98	98	4	55	-1	0	0	3	98	100
100	-1	-1	98	98	6	55	-1	0	0	3	99	4767
101	-1	-1	101	101	2	55	-1	0	0	3	-1	102
102	-1	-1	101	101	4	55	-1	0	0	3	101	103
103	-1	-1	101	101	6	55	-1	0	0	3	102	-1
104	-1	-1	104	104	2	55	-1	0	0	3	-1	105
105	-1	-1	104	104	4	55	-1	0	0	3	104	106
106	-1	-1	104	104	6	55	-1	0	0	3	105	-1
107	-1	-1	107	107	2	55	-1	0	0	3	-1	108
108	-1	-1	107	107	4	55	-1	0	0	3	107	109
109	-1	-1	107	107	6	55	-1	0	0	3	108	7541
110	-1	-1	110	110	2	55	-1	0	0	3	-1	111
111	-1	-1	110	110	4	55	-1	0	0	3	110	112
112	-1	-1	110	110	6	55	-1	0	0	3	111	-1
113	-1	-1	113	113	2	55	-1	0	0	3	-1	114
114	-1	-1	113	113	4	55	-1	0	0	3	113	115
115	-1	-1	113	113	6	55	-1	0	0	3	114	443
116	-1	-1	116	116	2	55	-1	0	0	3	-1	117
117	-1	-1	116	116	4	55	-1	0	0	3	116	118
118	-1	-1	116	116	6	55	-1	0	0	3	117	-1
119	-1	-1	119	119	2	55	-1	0	0	3	-1	120
120	-1	-1	119	119	4	55	-1	0	0	3	119	121
121	-1	-1	119	119	6	55	-1	0	0	3	120	440
122	-1	-1	122	122	2	55	-1	0	0	3	-1	123
123	-1	-1	122	122	4	55	-1	0	0	3	122	124
124	-1	-1	122	122	6	55	-1	0	0	3	123	454
125	-1	-1	125	125	2	55	-1	0	0	3	-1	126
126	-1	-1	125	125	4	55	-1	0	0	3	125	127
127	-1	-1	125	125	6	55	-1	0	0	3	126	449
128	128	128	128	128	9	59	5228	1	4320	3	-1	-1
129	129	129	129	129	5	59	2738	2	64800	3	-1	-1
130	130	130	130	130	3	59	2739	3	7	3	-1	-1
131	131	131	131	131	5	59	2740	4	900	3	-1	531
132	132	132	132	132	6	59	2741	5	600	3	-1	-1
136	136	-1	136	136	5	59	2742	7	1800	3	-1	15341
137	-1	-1	137	137	3	59	-1	0	0	3	-1	138
138	-1	-1	137	137	6	59	-1	0	0	3	137	139
139	-1	-1	137	137	9	59	-1	0	0	3	138	-1
140	140	-1	140	140	6	59	2771	3	4320	3	-1	-1
141	-1	-1	141	12863	3	59	-1	0	0	3	-1	142
142	-1	-1	141	12863	6	59	-1	0	0	3	141	143
143	-1	-1	141	12863	9	59	-1	0	0	3	142	12863
144	-1	-1	144	144	5	59	-1	0	0	3	-1	-1
145	145	145	145	145	9	59	2761	2	4320	3	-1	-1
146	146	146	146	146	5	59	2749	2	180	3	-1	5069
147	-1	-1	147	147	3	59	-1	0	0	3	-1	148
148	-1	-1	147	147	6	59	-1	0	0	3	147	149
149	-1	-1	147	147	9	59	-1	0	0	3	148	-1
150	-1	-1	150	150	3	59	-1	0	0	3	-1	151
151	-1	-1	150	150	6	59	-1	0	0	3	150	152
152	-1	-1	150	150	9	59	-1	0	0	3	151	-1
153	153	153	153	153	5	59	2750	3	2160	3	-1	1519
155	155	155	155	155	9	59	2758	8	60	3	-1	533
156	156	156	156	156	6	59	2734	2	4320	3	-1	-1
158	-1	-1	158	158	3	59	-1	0	0	3	-1	-1
159	-1	-1	159	159	2	59	-1	0	0	3	-1	160
160	-1	-1	159	159	4	59	-1	0	0	3	159	161
161	-1	-1	159	159	6	59	-1	0	0	3	160	-1
162	162	162	162	162	5	59	2753	3	8640	3	-1	-1
163	163	163	163	163	5	59	2752	2	2160	3	-1	-1
167	167	167	167	167	6	59	2754	14	900	3	-1	5879
168	168	168	168	168	3	59	2795	4	10	3	-1	169
169	168	168	168	168	6	59	2796	4	10	3	168	170
170	168	168	168	168	9	59	2797	4	10	3	169	15241
171	171	171	171	171	3	59	2798	4	10	3	-1	172
172	171	171	171	171	6	59	2799	4	10	3	171	173
173	171	171	171	171	9	59	2800	4	10	3	172	15244
174	174	174	174	174	3	59	2792	4	10	3	-1	175
175	174	174	174	174	6	59	2793	4	10	3	174	176
176	174	174	174	174	9	59	2794	4	10	3	175	15247
177	177	177	177	177	3	59	2789	4	10	3	-1	178
178	177	177	177	177	6	59	2790	4	10	3	177	179
179	177	177	177	177	9	59	2791	4	10	3	178	15250
182	-1	-1	182	182	5	59	-1	0	0	3	-1	-1
183	183	183	183	183	9	59	2755	4	8640	3	-1	-1
184	184	184	184	184	3	59	2756	5	4320	3	-1	5953
185	185	185	185	185	5	59	2757	6	4320	3	-1	-1
186	186	186	186	186	3	59	2772	7	7	3	-1	-1
187	187	187	187	187	6	59	2764	8	4320	3	-1	-1
188	188	188	188	188	9	59	2190	2	30	3	-1	1277
190	-1	-1	190	190	3	59	-1	0	0	3	-1	191
191	-1	-1	190	190	6	59	-1	0	0	3	190	192
192	-1	-1	190	190	9	59	-1	0	0	3	191	1524
193	193	193	193	193	3	59	2775	3	4320	3	-1	-1
194	194	194	194	194	5	59	2874	0	1	3	-1	-1
195	-1	-1	195	195	6	59	-1	0	0	3	-1	-1
196	-1	-1	196	196	6	59	-1	0	0	3	-1	-1
197	197	197	197	197	5	59	2765	2	7	3	-1	-1
198	-1	-1	198	198	9	59	-1	0	0	3	-1	-1
199	-1	-1	199	199	3	59	-1	0	0	3	-1	200
200	-1	-1	199	199	6	59	-1	0	0	3	199	201
201	-1	-1	199	199	9	59	-1	0	0	3	200	12507
205	-1	-1	205	205	9	59	-1	0	0	3	-1	-1
206	206	206	206	206	5	59	2875	0	1	3	-1	-1
208	208	208	208	208	6	59	2766	2	4320	3	-1	-1
210	-1	-1	210	210	3	59	-1	0	0	3	-1	211
211	-1	-1	210	210	6	59	-1	0	0	3	210	212
212	-1	-1	210	210	9	59	-1	0	0	3	211	1316
213	-1	-1	213	213	3	59	-1	0	0	3	-1	214
214	-1	-1	213	213	6	59	-1	0	0	3	213	215
215	-1	-1	213	213	9	59	-1	0	0	3	214	700
225	-1	-1	225	225	3	59	-1	0	0	3	-1	226
226	-1	-1	225	225	6	59	-1	0	0	3	225	227
227	-1	-1	225	225	9	59	-1	0	0	3	226	-1
230	-1	-1	230	230	3	59	-1	0	0	3	-1	231
231	-1	-1	230	230	6	59	-1	0	0	3	230	232
232	-1	-1	230	230	9	59	-1	0	0	3	231	539
233	233	233	233	233	9	59	5248	1	1800	3	-1	-1
237	-1	-1	237	237	3	59	-1	0	0	3	-1	238
238	-1	-1	237	237	6	59	-1	0	0	3	237	239
239	-1	-1	237	237	9	59	-1	0	0	3	238	-1
240	-1	-1	240	240	3	59	-1	0	0	3	-1	241
241	-1	-1	240	240	6	59	-1	0	0	3	240	242
242	-1	-1	240	240	9	59	-1	0	0	3	241	-1
243	243	-1	243	243	9	59	5244	1	1440	3	-1	-1
244	-1	-1	244	244	3	59	-1	0	0	3	-1	245
245	-1	-1	244	244	6	59	-1	0	0	3	244	246
246	-1	-1	244	244	9	59	-1	0	0	3	245	8328
247	-1	-1	247	247	3	59	-1	0	0	3	-1	248
248	-1	-1	247	247	6	59	-1	0	0	3	247	249
249	-1	-1	247	247	9	59	-1	0	0	3	248	504
254	254	254	254	254	5	59	5232	12	4320	3	-1	-1
255	-1	-1	255	255	3	59	-1	0	0	3	-1	256
256	-1	-1	255	255	6	59	-1	0	0	3	255	257
257	-1	-1	255	255	9	59	-1	0	0	3	256	542
258	258	-1	258	258	5	59	5233	1	600	3	-1	10578
259	259	259	259	259	5	59	5234	2	900	3	-1	-1
260	260	-1	260	260	3	59	5229	3	2160	3	-1	261
261	260	-1	260	260	6	59	5230	3	2160	3	260	262
262	260	-1	260	260	9	59	5231	3	2160	3	261	8309
263	-1	-1	263	263	3	59	-1	0	0	3	-1	264
264	-1	-1	263	263	6	59	-1	0	0	3	263	265
265	-1	-1	263	263	9	59	-1	0	0	3	264	-1
266	-1	-1	86	86	8	59	-1	0	0	3	88	10467
267	-1	-1	267	267	3	59	-1	0	0	3	-1	268
268	-1	-1	267	267	6	59	-1	0	0	3	267	269
269	-1	-1	267	267	9	59	-1	0	0	3	268	640
273	-1	-1	273	273	5	59	2767	0	0	3	-1	-1
274	274	274	274	274	5	59	2748	4	4320	3	-1	-1
275	-1	-1	275	275	3	59	-1	0	0	3	-1	276
276	-1	-1	275	275	6	59	-1	0	0	3	275	277
277	-1	-1	275	275	9	59	-1	0	0	3	276	701
278	-1	-1	278	278	5	59	-1	0	0	3	-1	-1
279	-1	-1	279	279	5	59	-1	0	0	3	-1	18972
280	-1	-1	280	280	3	59	-1	0	0	3	-1	281
281	-1	-1	280	280	6	59	-1	0	0	3	280	282
282	-1	-1	280	280	9	59	-1	0	0	3	281	-1
283	-1	-1	283	283	3	59	-1	0	0	3	-1	284
284	-1	-1	283	283	6	59	-1	0	0	3	283	285
285	-1	-1	283	283	9	59	-1	0	0	3	284	-1
286	-1	-1	286	286	3	59	-1	0	0	3	-1	-1
287	-1	-1	287	287	6	59	-1	0	0	3	-1	-1
288	-1	-1	288	288	6	59	-1	0	0	3	-1	-1
289	289	289	289	289	5	59	3290	3	300	3	-1	1607
290	290	290	290	290	4	59	3289	4	720	3	-1	13173
291	291	291	291	291	6	59	3291	5	900	3	-1	1123
292	-1	-1	2	2	1	61	-1	0	0	4	6	293
293	-1	-1	2	2	1	61	-1	0	0	4	292	294
294	-1	-1	2	2	1	62	-1	0	0	4	293	295
295	-1	-1	2	2	1	62	-1	0	0	4	294	296
296	-1	-1	2	2	1	63	-1	0	0	4	295	297
297	-1	-1	2	2	1	63	-1	0	0	4	296	298
298	-1	-1	2	2	1	64	-1	0	0	4	297	299
299	-1	-1	2	2	1	64	-1	0	0	4	298	300
300	-1	-1	2	2	1	65	-1	0	0	4	299	301
301	-1	-1	2	2	1	65	-1	0	0	4	300	-1
302	-1	-1	7	7	1	61	-1	0	0	4	11	303
303	-1	-1	7	7	1	61	-1	0	0	4	302	304
304	-1	-1	7	7	1	62	-1	0	0	4	303	305
305	-1	-1	7	7	1	62	-1	0	0	4	304	306
306	-1	-1	7	7	1	63	-1	0	0	4	305	307
307	-1	-1	7	7	1	63	-1	0	0	4	306	308
308	-1	-1	7	7	1	64	-1	0	0	4	307	309
309	-1	-1	7	7	1	64	-1	0	0	4	308	310
310	-1	-1	7	7	1	65	-1	0	0	4	309	311
311	-1	-1	7	7	1	65	-1	0	0	4	310	-1
312	-1	-1	12	12	1	61	-1	0	0	4	16	313
313	-1	-1	12	12	1	61	-1	0	0	4	312	314
314	-1	-1	12	12	1	62	-1	0	0	4	313	315
315	-1	-1	12	12	1	62	-1	0	0	4	314	316
316	-1	-1	12	12	1	63	-1	0	0	4	315	317
317	-1	-1	12	12	1	63	-1	0	0	4	316	318
318	-1	-1	12	12	1	64	-1	0	0	4	317	319
