2	Innate Strength	1	5	4294967295	4294967295	13500	13501	1	4294967295	0	0	0	0	65534	1	51	0	3	4294967295	1	0	15	2	1	0	0	292	0
7	Innate Stamina	1	5	4294967295	4294967295	13502	13503	1	4294967295	0	0	0	0	65534	1	51	0	3	4294967295	1	0	15	7	1	0	0	302	0
12	Innate Agility	1	5	4294967295	4294967295	13504	13505	1	4294967295	0	0	0	0	65534	1	51	0	3	4294967295	1	0	15	12	1	0	0	312	0
17	Innate Dexterity	1	5	4294967295	4294967295	13506	13507	1	4294967295	0	0	0	0	65534	1	51	0	3	4294967295	1	0	15	17	1	0	0	322	0
22	Innate Intelligence	1	5	4294967295	4294967295	13508	13509	1	4294967295	0	0	0	0	65534	1	51	0	3	4294967295	1	0	15	22	1	0	0	332	0
27	Innate Wisdom	1	5	4294967295	4294967295	13510	13511	1	4294967295	0	0	0	0	65534	1	51	0	3	4294967295	1	0	15	27	1	0	0	342	0
32	Innate Charisma	1	5	4294967295	4294967295	13512	13513	1	4294967295	0	0	0	0	65534	1	51	0	3	4294967295	1	0	15	32	1	0	0	352	0
37	Innate Fire Protection	1	5	4294967295	4294967295	13514	13515	1	4294967295	0	0	0	0	65534	1	51	0	3	4294967295	1	0	15	37	1	0	0	362	0
42	Innate Cold Protection	1	5	4294967295	4294967295	13516	13517	1	4294967295	0	0	0	0	65534	1	51	0	3	4294967295	1	0	15	42	1	0	0	372	0
47	Innate Magic Protection	1	5	4294967295	4294967295	13518	13519	1	4294967295	0	0	0	0	65534	1	51	0	3	4294967295	1	0	15	47	1	0	0	382	0
52	Innate Poison Protection	1	5	4294967295	4294967295	13520	13521	1	4294967295	0	0	0	0	65534	1	51	0	3	4294967295	1	0	15	52	1	0	0	392	0
57	Innate Disease Protection	1	5	4294967295	4294967295	13522	13523	1	4294967295	0	0	0	0	65534	1	51	0	3	4294967295	1	0	15	57	1	0	0	402	0
62	Innate Run Speed	1	3	4294967295	4294967295	13524	13525	1	4294967295	0	0	0	0	65534	1	51	0	3	4294967295	1	0	5	62	1	0	0	672	0
65	Innate Regeneration	1	3	4294967295	4294967295	13526	13527	1	4294967295	0	0	0	0	65534	1	51	0	3	4294967295	1	0	5	65	1	0	0	674	0
68	Innate Metabolism	1	3	4294967295	4294967295	13528	13529	1	4294967295	0	0	0	0	65534	1	51	0	3	4294967295	1	0	3	68	1	0	0	0	0
71	Innate Lung Capacity	1	3	4294967295	4294967295	13530	13531	1	4294967295	0	0	0	0	65534	1	51	0	3	4294967295	1	0	6	71	1	0	0	676	0
74	First Aid	1	3	4294967295	4294967295	13532	13533	1	4294967295	0	0	0	0	65534	1	51	0	3	4294967295	1	0	6	74	1	0	0	263	0
77	Healing Adept	2	3	4294967295	4294967295	13534	13535	2	4294967295	4294967295	0	0	0	33884	0	55	2	3	4294967295	2	0	12	77	1	0	0	434	0
80	Healing Gift	2	3	4294967295	4294967295	13536	13537	2	4294967295	4294967295	0	0	0	33884	0	55	2	3	4294967295	2	0	21	80	1	0	0	437	0
83	Spell Casting Mastery	2	3	4294967295	4294967295	13538	13539	2	4294967295	4294967295	0	0	0	31812	0	55	2	3	4294967295	2	0	3	83	1	0	0	0	0
86	Spell Casting Reinforcement	2	3	4294967295	4294967295	13540	13541	2	4294967295	4294967295	0	0	0	50268	0	55	2	3	4294967295	2	0	3	86	1	0	0	0	0
89	Mental Clarity	2	3	4294967295	4294967295	13542	13543	2	4294967295	4294967295	0	0	0	64892	0	55	2	3	4294967295	2	0	3	89	1	0	0	0	0
92	Spell Casting Fury	2	3	4294967295	4294967295	13544	13545	2	4294967295	0	0	0	0	64892	0	55	2	3	4294967295	2	0	3	92	1	0	0	0	0
95	Channeling Focus	2	3	4294967295	4294967295	13546	13547	2	4294967295	4294967295	0	0	0	64892	0	55	2	3	4294967295	2	0	3	95	1	0	0	0	0
98	Spell Casting Subtlety	2	3	4294967295	4294967295	13548	13549	2	0	0	0	0	0	30976	0	55	2	3	4294967295	2	0	3	98	1	0	0	0	0
101	Spell Casting Expertise	2	3	4294967295	4294967295	13550	13551	2	4294967295	4294967295	0	0	0	31008	0	55	2	3	4294967295	2	0	3	101	1	0	0	0	0
104	Spell Casting Deftness	2	3	4294967295	4294967295	13552	13553	2	4294967295	4294967295	0	0	0	14368	0	55	2	3	4294967295	2	0	3	104	1	0	0	0	0
107	Natural Durability	2	3	4294967295	4294967295	13554	13555	2	4294967295	4294967295	0	0	0	65534	1	55	2	3	4294967295	1	0	3	107	1	0	0	0	0
110	Natural Healing	2	3	4294967295	4294967295	13556	13557	2	4294967295	4294967295	0	0	0	33722	1	55	2	3	4294967295	2	0	8	110	1	0	0	1031	0
113	Combat Fury	2	3	4294967295	4294967295	13558	13559	2	4294967295	4294967295	0	0	0	33722	1	55	2	3	4294967295	2	0	6	113	1	0	0	443	0
116	Fear Resistance	2	3	4294967295	4294967295	13560	13561	2	4294967295	4294967295	0	0	0	33722	1	55	2	3	4294967295	2	0	3	116	1	0	0	0	0
119	Finishing Blow	2	3	4294967295	4294967295	13562	13563	2	4294967295	0	0	0	0	33722	1	55	2	3	4294967295	2	0	21	119	1	0	0	440	0
122	Combat Stability	2	3	4294967295	4294967295	13564	13565	2	4294967295	4294967295	0	0	0	65534	1	55	2	3	4294967295	1	0	33	122	1	0	0	454	0
125	Combat Agility	2	3	4294967295	4294967295	13566	13567	2	4294967295	4294967295	0	0	0	65534	1	55	2	3	4294967295	1	0	33	125	1	0	0	449	0
128	Mass Group Buff	9	1	13811	13812	13809	13810	3	5228	4294967295	0	1	4320	60508	0	59	0	3	4294967295	3	0	1	128	1	0	0	0	0
129	Divine Resurrection	5	1	13570	13571	13568	13569	3	2738	80	3	2	259200	4	0	59	0	3	4294967295	3	0	1	129	1	0	0	0	0
130	Innate Invis to Undead	3	1	13574	13575	13572	13573	3	235	4294967295	0	3	7	2052	0	59	0	3	4294967295	3	0	1	130	1	0	1	0	0
131	Celestial Regeneration	5	1	13578	13579	13576	13577	3	2740	80	3	4	4320	4	0	59	0	3	4294967295	3	0	3	131	1	0	0	531	0
132	Bestow Divine Aura	6	1	13582	13583	13580	13581	3	2741	4294967295	0	5	8640	4	0	59	0	3	4294967295	3	0	1	132	1	0	0	0	0
133	Turn Undead	3	3	13586	13587	13584	13585	3	2776	4294967295	0	6	4320	4	0	59	3	3	4294967295	3	0	3	133	1	0	0	0	0
136	Purify Soul	5	1	13590	4294967295	13588	13589	3	2742	4294967295	0	7	4320	4	0	59	0	3	4294967295	3	0	1	136	1	0	0	0	0
137	Quick Evacuation	3	3	4294967295	4294967295	13592	13593	3	4294967295	4294967295	0	0	0	4160	0	59	3	3	4294967295	3	0	3	137	1	0	0	0	0
140	Exodus	6	1	13596	4294967295	13594	13595	3	2771	4294967295	0	3	4320	4160	0	59	0	3	4294967295	3	0	1	140	1	0	0	0	0
141	Quick Damage	3	3	4294967295	4294967295	13598	13599	3	4294967295	92	3	0	0	12352	0	59	3	3	4294967295	3	0	3	141	1	0	0	0	0
144	Enhanced Root	5	1	4294967295	4294967295	13600	13601	3	4294967295	4294967295	0	0	0	64	0	59	0	3	4294967295	3	0	1	144	1	0	0	0	0
145	Dire Charm	9	1	13604	13605	13602	13603	3	4294967295	4294967295	0	15	4320	18496	0	59	0	3	4294967295	3	0	1	145	1	0	0	0	0
146	Cannibalization	5	1	13608	13609	13606	13607	3	2749	89	3	2	180	1024	0	59	0	3	4294967295	3	0	1	146	1	0	0	0	0
147	Quick Buff	3	3	4294967295	4294967295	13610	13611	3	4294967295	4294967295	0	0	0	17408	0	59	3	3	4294967295	3	0	3	147	1	0	0	0	0
150	Alchemy Mastery	3	3	4294967295	4294967295	13612	13613	3	4294967295	4294967295	0	0	0	1024	0	59	3	3	4294967295	3	0	3	150	1	0	0	0	0
153	Rabid Bear	5	1	13616	13617	13614	13615	3	2750	4294967295	0	3	7200	1024	0	59	0	3	4294967295	3	0	1	153	1	0	0	0	0
154	Mana Burn	5	1	13620	13621	13618	13619	3	2751	89	3	7	7200	4096	0	59	0	3	4294967295	3	0	1	154	1	0	0	0	0
155	Improved Familiar	9	1	13624	13625	13622	13623	3	2758	0	0	8	420	4096	0	59	0	3	4294967295	3	0	2	155	1	0	0	533	0
156	Nexus Gate	6	1	13628	13629	13626	13627	3	2734	4294967295	0	2	4320	4096	0	59	0	3	4294967295	3	0	1	156	1	0	0	0	0
158	Permanent Illusion	3	1	4294967295	4294967295	13630	13631	3	4294967295	4294967295	0	0	0	16384	0	59	0	3	4294967295	3	0	1	158	1	0	0	0	0
159	Jewelcraft Mastery	3	3	4294967295	4294967295	13632	13633	3	4294967295	4294967295	0	0	0	16384	0	59	3	3	4294967295	3	0	3	159	1	0	0	0	0
162	Gather Mana	5	1	13636	13637	13634	13635	3	2753	89	3	3	8640	16384	0	59	0	3	4294967295	3	0	1	162	1	0	0	0	0
163	Mend Companion	5	1	13640	13641	13638	13639	3	2752	4294967295	0	2	2160	43008	0	59	0	3	4294967295	3	0	1	163	1	0	0	0	0
164	Quick Summoning	3	3	4294967295	4294967295	13642	13643	3	4294967295	4294967295	0	0	0	8192	0	59	3	3	4294967295	3	0	3	164	1	0	0	0	0
167	Frenzied Burnout	6	1	13646	13647	13644	13645	3	2754	4294967295	0	14	900	8192	0	59	0	3	4294967295	3	0	1	167	1	0	0	0	0
168	Elemental Form: Fire	3	3	13650	13651	13648	13649	3	2795	4294967295	0	4	900	8192	0	59	3	3	4294967295	3	0	3	168	1	0	0	0	0
171	Elemental Form: Water	3	3	13654	13655	13652	13653	3	2798	4294967295	0	4	900	8192	0	59	3	3	4294967295	3	0	3	171	1	0	0	0	0
174	Elemental Form: Earth	3	3	13658	13659	13656	13657	3	2792	4294967295	0	4	900	8192	0	59	3	3	4294967295	3	0	3	174	1	0	0	0	0
177	Elemental Form: Air	3	3	13662	13663	13660	13661	3	2789	4294967295	0	4	900	8192	0	59	3	3	4294967295	3	0	3	177	1	0	0	0	0
180	Improved Reclaim Energy	3	1	4294967295	4294967295	13664	13665	3	4294967295	4294967295	0	0	0	8192	0	59	0	3	4294967295	3	0	1	180	1	0	0	0	0
181	Turn Summoned	3	3	13668	13669	13666	13667	3	8133	4294967295	0	5	300	8192	0	59	3	3	4294967295	3	0	3	181	1	0	0	0	0
182	Elemental Pact	5	1	4294967295	4294967295	13670	13671	3	4294967295	4294967295	0	0	0	8192	0	59	0	3	4294967295	3	0	1	182	1	0	0	0	0
183	Lifeburn	9	1	13674	13675	13672	13673	3	2755	4294967295	0	4	8640	2048	0	59	0	3	4294967295	3	0	1	183	1	0	0	0	0
184	Dead Mesmerization	3	1	13678	13679	13676	13677	3	2756	4294967295	0	5	4320	2048	0	59	0	3	4294967295	3	0	1	184	1	0	0	0	0
185	Fearstorm	5	1	13682	13683	13680	13681	3	2757	4294967295	0	6	4320	2048	0	59	0	3	4294967295	3	0	1	185	1	0	0	0	0
186	Flesh to Bone	3	1	13686	13687	13684	13685	3	2772	4294967295	0	7	7	2048	0	59	0	3	4294967295	3	0	1	186	1	0	0	0	0
187	Call to Corpse	6	1	13690	13691	13688	13689	3	2764	4294967295	0	8	4320	2048	0	59	0	3	4294967295	3	0	1	187	1	0	0	0	0
188	Divine Stun	9	1	13694	13695	13692	13693	3	2190	4294967295	0	9	30	8	0	59	0	3	4294967295	3	0	1	188	1	0	0	0	0
189	Improved Lay on Hands	5	1	4294967295	4294967295	13696	13697	3	4294967295	4294967295	0	0	0	8	0	59	0	3	4294967295	3	0	1	189	1	0	0	0	0
190	Slay Undead	3	3	4294967295	4294967295	13698	13699	3	4294967295	113	3	0	0	8	0	59	3	3	4294967295	3	0	6	190	1	0	0	1524	0
193	Act of Valor	3	1	13702	13703	13700	13701	3	2775	4294967295	0	3	4320	8	0	59	0	3	4294967295	3	0	1	193	1	0	0	0	0
194	Holy Steed	5	1	13706	13707	13704	13705	3	2874	4294967295	0	0	1	8	0	59	0	3	4294967295	3	0	1	194	1	0	0	0	0
195	Fearless	6	1	4294967295	4294967295	13708	13709	3	4294967295	116	3	0	0	40	0	59	0	3	4294967295	3	0	1	195	1	0	0	0	0
196	2 Hand Bash	6	1	4294967295	4294967295	13710	13711	3	4294967295	4294967295	0	0	0	40	0	59	0	3	4294967295	3	0	1	196	1	0	0	0	0
197	Innate Camouflage	5	1	13714	13715	13712	13713	3	2765	4294967295	0	2	7	80	0	59	0	3	4294967295	3	0	1	197	1	0	0	0	0
198	Ambidexterity	9	1	4294967295	4294967295	13716	13717	3	4294967295	4294967295	0	0	0	33682	0	59	0	3	4294967295	3	0	1	198	1	0	0	0	0
199	Archery Mastery	3	3	4294967295	4294967295	13718	13719	3	4294967295	4294967295	0	0	0	16	0	59	3	3	4294967295	3	0	3	199	1	0	0	0	0
205	Endless Quiver	9	1	4294967295	4294967295	13722	13723	3	4294967295	4294967295	0	0	0	16	0	59	0	3	4294967295	3	0	1	205	1	0	0	0	0
206	Unholy Steed	5	1	13726	13727	13724	13725	3	2875	4294967295	0	0	1	32	0	59	0	3	4294967295	3	0	1	206	1	0	0	0	0
207	Improved Harm Touch	6	1	13730	13731	13728	13729	3	2821	4294967295	0	2	4320	32	0	59	0	3	4294967295	3	0	1	207	1	0	0	0	0
208	Leech Touch	6	1	13734	13735	13732	13733	3	2774	4294967295	0	2	4320	32	0	59	0	3	4294967295	3	0	1	208	1	0	0	0	0
