2	1	4	2	0
3	1	4	4	0
4	1	4	6	0
5	1	4	8	0
6	1	4	10	0
7	1	7	2	0
8	1	7	4	0
9	1	7	6	0
10	1	7	8	0
11	1	7	10	0
12	1	6	2	0
13	1	6	4	0
14	1	6	6	0
15	1	6	8	0
16	1	6	10	0
17	1	5	2	0
18	1	5	4	0
19	1	5	6	0
20	1	5	8	0
21	1	5	10	0
22	1	8	2	0
23	1	8	4	0
24	1	8	6	0
25	1	8	8	0
26	1	8	10	0
27	1	9	2	0
28	1	9	4	0
29	1	9	6	0
30	1	9	8	0
31	1	9	10	0
32	1	10	2	0
33	1	10	4	0
34	1	10	6	0
35	1	10	8	0
36	1	10	10	0
37	1	46	2	0
38	1	46	4	0
39	1	46	6	0
40	1	46	8	0
41	1	46	10	0
42	1	47	2	0
43	1	47	4	0
44	1	47	6	0
45	1	47	8	0
46	1	47	10	0
47	1	50	2	0
48	1	50	4	0
49	1	50	6	0
50	1	50	8	0
51	1	50	10	0
52	1	48	2	0
53	1	48	4	0
54	1	48	6	0
55	1	48	8	0
56	1	48	10	0
57	1	49	2	0
58	1	49	4	0
59	1	49	6	0
60	1	49	8	0
61	1	49	10	0
62	1	271	8	0
63	1	271	14	0
64	1	271	21	0
68	1	233	110	0
69	1	233	125	0
70	1	233	150	0
71	1	246	110	0
72	1	246	125	0
73	1	246	150	0
74	1	269	10	0
75	1	269	20	0
76	1	269	30	0
77	1	125	2	2
77	2	137	0	0
77	3	141	1	0
77	4	139	-6233	0
77	5	139	-6265	0
77	6	125	2	2
77	7	137	147	0
77	8	141	1	0
78	1	125	5	5
78	2	137	0	0
78	3	141	1	0
78	4	139	-6233	0
78	5	139	-6265	0
78	6	125	5	5
78	7	137	147	0
78	8	141	1	0
79	1	125	10	10
79	2	137	0	0
79	3	141	1	0
79	4	139	-6233	0
79	5	139	-6265	0
79	6	125	10	10
79	7	137	147	0
79	8	141	1	0
80	1	274	3	0
81	1	274	6	0
82	1	274	10	0
83	1	132	2	2
84	1	132	5	5
85	1	132	10	10
86	1	128	5	5
86	2	138	1	0
86	3	140	1	0
86	4	139	-2741	0
86	5	139	-16843	0
86	6	385	-16192	0
86	7	385	-10547	0
86	8	385	-13543	0
87	1	128	15	15
87	2	138	1	0
87	3	140	1	0
87	4	139	-2741	0
87	5	139	-16843	0
87	6	385	-16192	0
87	7	385	-10547	0
87	8	385	-13543	0
88	1	128	30	30
88	2	138	1	0
88	3	140	1	0
88	4	139	-2741	0
88	5	139	-16843	0
88	6	385	-16192	0
88	7	385	-10547	0
88	8	385	-13543	0
92	1	294	2	100
93	1	294	4	100
