54	5	-833.000000	-457.000000	-1368.000000	-997.000000	-100.000000	100.000000
54	2	-211.000000	211.000000	2181.000000	2389.000000	-100.000000	100.000000
68	6	390.000000	410.000000	2060.000000	2080.000000	-10.000000	10.000000
69	7	-8515.000000	-8455.000000	-1260.000000	-1200.000000	20.000000	70.000000
63	3	-75.000000	-55.000000	740.000000	760.000000	-10.000000	10.000000
59	1	382.000000	402.000000	143.000000	163.000000	-245.000000	-225.000000
189	4	-730.000000	-680.000000	175.000000	220.000000	20.000000	25.000000
189	8	-900.000000	-850.000000	-75.000000	-25.000000	-29.000000	-25.000000
189	9	-900.000000	-850.000000	-240.000000	-200.000000	0.000000	3.000000
189	10	-1080.000000	-1040.000000	-540.000000	-500.000000	0.000000	4.000000
189	11	-1400.000000	-1350.000000	-270.000000	-230.000000	-70.000000	-60.000000
25	17	-860.000000	-650.000000	340.000000	550.000000	-5.000000	100.000000
25	18	580.000000	720.000000	2750.000000	2780.000000	-20.000000	100.000000
68	14	-2750.000000	-2170.000000	440.000000	990.000000	-10.000000	120.000000
68	15	790.000000	880.000000	-1525.000000	-1480.000000	-10.000000	30.000000
20	16	4800.000000	4900.000000	380.000000	482.000000	650.000000	750.000000
4	19	-1063.000000	-972.000000	3360.000000	3456.000000	-10.000000	100.000000
17	20	-320.000000	-277.000000	28.000000	48.000000	0.000000	15.000000
30	13	-6326.000000	-6267.000000	3126.000000	3236.000000	-70.000000	-10.000000
101	12	-618.000000	-549.000000	380.000000	445.000000	-100.000000	-48.000000
21	21	2810.000000	2836.000000	-476.000000	-450.000000	-54.000000	-40.000000
6	22	-212.000000	-179.899994	51.900002	82.000000	0.000000	10.000000
20	23	1265.000000	1365.000000	-297.000000	-197.000000	143.000000	163.000000
5	24	-110.000000	-43.000000	-27.900000	-3.700000	0.000000	10.000000
14	25	1097.000000	1110.000000	1241.000000	1419.000000	35.000000	55.000000
13	26	1075.000000	1345.000000	-3814.000000	-3557.000000	-15.000000	20.000000
394	27	-1089.000000	-1054.000000	-416.000000	-385.000000	-140.000000	-130.000000
25	28	-880.000000	-580.000000	-170.000000	45.000000	-10.000000	50.000000
25	29	550.000000	890.000000	2100.000000	2400.000000	0.000000	40.000000
25	30	985.000000	1085.000000	-1160.000000	-1060.000000	-1000.000000	1000.000000
25	31	-940.000000	-840.000000	-1960.000000	-1860.000000	-1000.000000	1000.000000
25	32	-75.000000	75.000000	-1245.000000	-1145.000000	-1000.000000	1000.000000
25	33	995.000000	1095.000000	-555.000000	-455.000000	-1000.000000	1000.000000
25	34	480.000000	580.000000	815.000000	915.000000	-1000.000000	1000.000000
25	35	-580.000000	-480.000000	-915.000000	-815.000000	-1000.000000	1000.000000
25	36	-860.000000	-660.000000	-100.000000	100.000000	-1000.000000	1000.000000
25	37	-169.000000	-69.000000	826.000000	926.000000	-1000.000000	1000.000000
25	38	650.000000	750.000000	1635.000000	1735.000000	-1000.000000	1000.000000
224	43	2487.000000	2549.000000	-2915.000000	-2862.000000	460.000000	490.000000
225	44	-581.000000	-561.000000	-612.000000	-592.000000	0.000000	20.000000
226	45	10.000000	30.000000	-120.000000	-100.000000	0.000000	2.000000
225	46	-1809.000000	-1770.000000	214.000000	263.000000	-40.000000	-20.000000
227	47	1467.000000	1502.000000	-1502.000000	-1274.000000	-132.000000	-130.000000
224	48	2914.300049	2944.000000	-2805.000000	-2705.000000	472.000000	482.000000
226	49	-180.000000	-108.000000	595.000000	620.000000	1.600000	2.000000
224	50	-330.000000	-300.000000	1393.000000	1423.000000	1.600000	2.000000
79	51	-2933.000000	-2833.000000	2744.000000	2844.000000	-10.000000	10.000000
79	52	-2624.000000	-2524.000000	3826.000000	3866.000000	-30.000000	-15.000000
15	53	-2362.000000	-2303.000000	-3854.000000	-3728.000000	-42.000000	-32.000000
15	54	-2665.000000	-2589.000000	1322.000000	1451.000000	-0.100000	3.000000
16	55	-665.000000	-615.000000	405.000000	446.000000	-100.000000	-97.000000
