3	-1	-1	-1	-1	-1	-1	-1	-1	50	-1	Guide		0
4	-1	-1	-1	6	-1	-1	0	-1	-1	-1	Baron		0
5	-1	-1	-1	6	-1	-1	1	-1	-1	-1	Baroness		0
6	-1	-1	-1	-1	-1	-1	-1	-1	180	-1	Developer	of The Grand Creation	0
7	-1	-1	-1	18	-1	1	-1	-1	-1	-1	Veteran		0
8	-1	-1	-1	18	-1	8	-1	-1	-1	-1	Veteran		0
9	-1	-1	-1	18	-1	15	-1	-1	-1	-1	Venerable		0
10	-1	-1	-1	18	-1	16	-1	-1	-1	-1	Veteran		0
11	-1	-1	-1	18	-1	2	-1	-1	-1	-1	Venerable		0
12	-1	-1	-1	18	-1	6	-1	-1	-1	-1	Venerable		0
13	-1	-1	-1	18	-1	14	0	-1	-1	-1	Master		0
14	-1	-1	-1	18	-1	14	1	-1	-1	-1	Mistress		0
15	-1	-1	-1	18	-1	13	0	-1	-1	-1	Master		0
16	-1	-1	-1	18	-1	13	1	-1	-1	-1	Mistress		0
17	-1	-1	-1	18	-1	7	0	-1	-1	-1	Brother		0
18	-1	-1	-1	18	-1	7	1	-1	-1	-1	Sister		0
19	-1	-1	-1	18	-1	11	-1	-1	-1	-1	Sage		0
20	-1	-1	-1	18	-1	3	0	-1	-1	-1	Sir		0
21	-1	-1	-1	18	-1	3	1	-1	-1	-1	Lady		0
22	-1	-1	-1	18	-1	4	-1	-1	-1	-1	Veteran		0
23	-1	-1	-1	18	-1	9	-1	-1	-1	-1	Veteran		0
24	-1	-1	-1	18	-1	5	0	-1	-1	-1	Sir		0
25	-1	-1	-1	18	-1	5	1	-1	-1	-1	Lady		0
26	-1	-1	-1	18	-1	10	-1	-1	-1	-1	Venerable		0
27	-1	-1	-1	18	-1	12	0	-1	-1	-1	Master		0
28	-1	-1	-1	18	-1	12	1	-1	-1	-1	Mistress		0
29	-1	-1	-1	42	-1	8	0	-1	-1	-1	Impresario		0
30	-1	-1	-1	42	-1	8	1	-1	-1	-1	Muse		0
31	-1	-1	-1	42	-1	15	-1	-1	-1	-1	Elder		0
32	-1	-1	-1	42	-1	16	-1	-1	-1	-1	Savage		0
33	-1	-1	-1	42	-1	2	-1	-1	-1	-1	Exarch		0
34	-1	-1	-1	42	-1	6	-1	-1	-1	-1	Elder		0
35	-1	-1	-1	42	-1	14	-1	-1	-1	-1	Sage		0
36	-1	-1	-1	42	-1	13	-1	-1	-1	-1	Sage		0
37	-1	-1	-1	42	-1	7	-1	-1	-1	-1	Sensei		0
38	-1	-1	-1	42	-1	11	-1	-1	-1	-1	Lich		0
39	-1	-1	-1	42	-1	3	0	-1	-1	-1	Duke		0
40	-1	-1	-1	42	-1	3	1	-1	-1	-1	Duchess		0
41	-1	-1	-1	42	-1	4	0	-1	-1	-1	Hunter		0
42	-1	-1	-1	42	-1	4	1	-1	-1	-1	Huntress		0
