0	1	1	10	0
0	1	2	20	0
0	1	3	30	0
0	1	4	40	0
0	1	5	50	0
0	1	6	55	0
0	1	7	60	0
0	1	8	65	0
0	1	9	70	0
0	1	10	75	0
0	1	11	80	0
0	1	12	85	0
0	1	13	90	0
0	1	14	95	0
0	1	15	100	0
0	1	16	105	0
0	1	17	110	0
0	1	18	115	0
0	1	19	120	0
0	1	20	125	0
0	1	21	130	0
0	1	22	135	0
0	1	23	140	0
0	1	24	145	0
0	1	25	150	0
0	1	26	154	0
0	1	27	158	0
0	1	28	162	0
0	1	29	166	0
0	1	30	170	0
0	1	31	174	0
0	1	32	178	0
0	1	33	182	0
0	1	34	186	0
0	1	35	190	0
0	1	36	194	0
0	1	37	198	0
0	1	38	202	0
0	1	39	206	0
0	1	40	210	0
0	1	41	214	0
0	1	42	218	0
0	1	43	222	0
0	1	44	226	0
0	1	45	230	0
0	1	46	234	0
0	1	47	238	0
0	1	48	242	0
0	1	49	246	0
0	1	50	250	0
0	1	51	253	0
0	1	52	256	0
0	1	53	259	0
0	1	54	262	0
0	1	55	265	0
0	1	56	268	0
0	1	57	271	0
0	1	58	274	0
0	1	59	277	0
0	1	60	280	0
0	1	61	283	0
0	1	62	286	0
0	1	63	289	0
0	1	64	292	0
0	1	65	295	0
0	1	66	298	0
0	1	67	301	0
0	1	68	304	0
0	1	69	307	0
0	1	70	310	0
0	1	71	313	0
0	1	72	316	0
0	1	73	319	0
0	1	74	322	0
0	1	75	325	0
0	1	76	328	0
0	1	77	331	0
0	1	78	334	0
0	1	79	337	0
0	1	80	340	0
0	1	81	343	0
0	1	82	346	0
0	1	83	349	0
0	1	84	352	0
0	1	85	355	0
0	1	86	358	0
0	1	87	361	0
0	1	88	364	0
0	1	89	367	0
0	1	90	370	0
0	1	91	373	0
0	1	92	376	0
0	1	93	379	0
0	1	94	382	0
0	1	95	385	0
0	1	96	388	0
0	1	97	391	0
0	1	98	394	0
0	1	99	397	0
0	1	100	400	0
1	1	1	10	0
1	1	2	20	0
1	1	3	30	0
1	1	4	40	0
1	1	5	50	0
1	1	6	55	0
1	1	7	60	0
1	1	8	65	0
1	1	9	70	0
1	1	10	75	0
1	1	11	80	0
1	1	12	85	0
1	1	13	90	0
1	1	14	95	0
1	1	15	100	0
1	1	16	105	0
1	1	17	110	0
1	1	18	115	0
1	1	19	120	0
1	1	20	125	0
1	1	21	130	0
1	1	22	135	0
1	1	23	140	0
1	1	24	145	0
1	1	25	150	0
1	1	26	154	0
1	1	27	158	0
1	1	28	162	0
1	1	29	166	0
1	1	30	170	0
1	1	31	174	0
1	1	32	178	0
1	1	33	182	0
1	1	34	186	0
1	1	35	190	0
1	1	36	194	0
1	1	37	198	0
1	1	38	202	0
1	1	39	206	0
1	1	40	210	0
1	1	41	214	0
1	1	42	218	0
1	1	43	222	0
1	1	44	226	0
1	1	45	230	0
1	1	46	234	0
1	1	47	238	0
1	1	48	242	0
1	1	49	246	0
1	1	50	250	0
1	1	51	253	0
1	1	52	256	0
1	1	53	259	0
1	1	54	262	0
1	1	55	265	0
1	1	56	268	0
1	1	57	271	0
1	1	58	274	0
1	1	59	277	0
1	1	60	280	0
1	1	61	283	0
1	1	62	286	0
1	1	63	289	0
1	1	64	292	0
1	1	65	295	0
1	1	66	298	0
1	1	67	301	0
1	1	68	304	0
1	1	69	307	0
1	1	70	310	0
1	1	71	313	0
1	1	72	316	0
1	1	73	319	0
1	1	74	322	0
1	1	75	325	0
1	1	76	328	0
1	1	77	331	0
1	1	78	334	0
1	1	79	337	0
1	1	80	340	0
1	1	81	343	0
1	1	82	346	0
1	1	83	349	0
1	1	84	352	0
1	1	85	355	0
1	1	86	358	0
1	1	87	361	0
1	1	88	364	0
1	1	89	367	0
1	1	90	370	0
1	1	91	373	0
1	1	92	376	0
1	1	93	379	0
1	1	94	382	0
1	1	95	385	0
1	1	96	388	0
1	1	97	391	0
1	1	98	394	0
1	1	99	397	0
1	1	100	400	0
2	1	1	10	0
2	1	2	20	0
2	1	3	30	0
2	1	4	40	0
2	1	5	50	0
2	1	6	55	0
2	1	7	60	0
2	1	8	65	0
2	1	9	70	0
2	1	10	75	0
2	1	11	80	0
2	1	12	85	0
2	1	13	90	0
2	1	14	95	0
2	1	15	100	0
2	1	16	105	0
2	1	17	110	0
2	1	18	115	0
2	1	19	120	0
2	1	20	125	0
2	1	21	130	0
2	1	22	135	0
2	1	23	140	0
2	1	24	145	0
2	1	25	150	0
2	1	26	154	0
2	1	27	158	0
2	1	28	162	0
2	1	29	166	0
2	1	30	170	0
2	1	31	174	0
2	1	32	178	0
2	1	33	182	0
2	1	34	186	0
2	1	35	190	0
2	1	36	194	0
2	1	37	198	0
2	1	38	202	0
2	1	39	206	0
2	1	40	210	0
2	1	41	214	0
2	1	42	218	0
2	1	43	222	0
2	1	44	226	0
2	1	45	230	0
2	1	46	234	0
