773	1	47001	-100	0	0	65535	100
773	2	47002	-100	0	0	65535	100
773	3	47003	-100	0	0	65535	100
773	4	47004	-100	0	0	65535	100
773	5	47005	-100	0	0	65535	100
773	6	47006	-100	0	0	65535	100
773	7	47007	-100	0	0	65535	100
773	8	47008	-100	0	0	65535	100
773	9	47009	-100	0	0	65535	100
773	10	47010	-100	0	0	65535	100
773	11	47011	-100	0	0	65535	100
773	12	47012	-100	0	0	65535	100
773	13	47013	-100	0	0	65535	100
773	14	47014	-100	0	0	65535	100
773	15	47015	-100	0	0	65535	100
773	16	47016	-100	0	0	65535	100
773	17	47017	-100	0	0	65535	100
773	18	47018	-100	0	0	65535	100
773	19	47019	-100	0	0	65535	100
773	20	47020	-100	0	0	65535	100
773	21	47021	-100	0	0	65535	100
1004	1	4001	-1100	0	0	65535	100
1004	2	4002	-1100	0	0	65535	100
1004	3	4003	-1100	0	0	65535	100
1004	4	4004	-1100	0	0	65535	100
1004	5	4005	-1100	0	0	65535	100
1004	6	4006	-1100	0	0	65535	100
1004	7	4007	-1100	0	0	65535	100
1004	8	4008	-1100	0	0	65535	100
1004	9	4009	-1100	0	0	65535	100
1004	10	4010	-1100	0	0	65535	100
1008	1	15727	-1100	0	0	65535	100
1008	2	15723	-1100	0	0	65535	100
1008	3	15710	-1100	0	0	65535	100
1008	4	15709	-1100	0	0	65535	100
1008	5	15007	-1100	0	0	65535	100
1008	6	15748	-1100	0	0	65535	100
1008	7	15713	-1100	0	0	65535	100
1008	8	15714	-1100	0	0	65535	100
1008	9	15716	-1100	0	0	65535	100
1008	10	15715	-1100	0	0	65535	100
1008	11	15712	-1100	0	0	65535	100
1008	12	15711	-1100	0	0	65535	100
1009	1	15012	-1100	0	0	65535	100
1009	2	15037	-1100	0	0	65535	100
1009	3	15215	-1100	0	0	65535	100
1009	4	15216	-1100	0	0	65535	100
1009	5	15219	-1100	0	0	65535	100
1009	6	15222	-1100	0	0	65535	100
1009	7	15227	-1100	0	0	65535	100
1009	8	15230	-1100	0	0	65535	100
