58	1	1	201	394	2048
58	1	1	204	394	2048
58	1	1	207	394	2048
58	1	1	206	394	2048
58	1	1	211	394	2048
58	1	1	396	394	2048
58	1	1	212	394	2048
58	1	1	208	394	2048
58	1	1	201	45	0
58	1	1	207	1	0
58	1	1	212	1	0
58	1	1	396	1	0
58	1	1	211	1	0
48	1	2	201	394	2048
48	1	2	207	394	2048
48	1	2	208	394	2048
48	1	2	212	394	2048
48	1	2	206	394	2048
48	1	2	204	394	2048
48	1	2	201	45	0
48	1	2	207	1	0
48	1	2	212	2	0
54	1	3	204	394	2048
54	1	3	207	394	2048
54	1	3	208	394	2048
54	1	3	212	394	2048
54	1	3	207	1	0
54	1	3	212	2	0
55	1	4	207	394	2048
55	1	4	215	394	2048
55	1	4	207	3	0
55	1	4	215	3	0
57	1	5	201	394	2048
57	1	5	206	394	2048
57	1	5	201	45	0
49	1	6	207	394	2048
49	1	6	215	394	2048
49	1	6	207	3	0
49	1	6	215	3	0
52	1	7	210	394	2048
52	1	7	396	394	2048
52	1	7	396	2	0
47	1	8	202	394	2048
47	1	8	207	394	2048
47	1	8	209	394	2048
47	1	8	211	394	2048
47	1	8	213	394	2048
47	1	8	215	394	2048
47	1	8	396	394	2048
47	1	8	216	394	2048
47	1	8	214	394	2048
47	1	8	212	394	2048
47	1	8	210	394	2048
47	1	8	208	394	2048
47	1	8	204	394	2048
47	1	8	205	394	2048
47	1	8	207	1	0
47	1	8	212	1	0
47	1	8	396	1	0
47	1	8	209	1	0
47	1	8	213	1	0
47	1	8	211	1	0
47	1	8	216	1	0
47	1	8	215	1	0
47	1	8	214	1	0
47	1	8	202	1	0
47	1	8	210	1	0
47	1	8	205	1	0
56	1	9	201	394	2048
56	1	9	206	394	2048
56	1	9	207	394	2048
56	1	9	212	394	2048
56	1	9	396	394	2048
56	1	9	205	394	2048
56	1	9	204	394	2048
56	1	9	212	2	0
56	1	9	207	2	0
56	1	9	201	2	0
56	1	9	396	2	0
56	1	9	205	2	0
53	1	11	201	394	2048
53	1	11	206	394	2048
53	1	11	201	45	0
51	1	12	201	394	2048
51	1	12	204	394	2048
51	1	12	207	394	2048
51	1	12	206	394	2048
51	1	12	208	394	2048
51	1	12	213	394	2048
51	1	12	396	394	2048
51	1	12	212	394	2048
51	1	12	207	1	0
51	1	12	212	1	0
51	1	12	201	45	0
51	1	12	396	1	0
51	1	12	213	1	0
51	1	13	201	394	2048
51	1	13	207	394	2048
51	1	13	208	394	2048
51	1	13	212	394	2048
51	1	13	396	394	2048
51	1	13	206	394	2048
51	1	13	204	394	2048
51	1	13	212	1	0
51	1	13	201	45	0
51	1	13	207	1	0
51	1	13	396	1	0
50	1	14	201	394	2048
50	1	14	206	394	2048
50	1	14	208	394	2048
50	1	14	212	394	2048
50	1	14	396	394	2048
50	1	14	207	394	2048
50	1	14	204	394	2048
50	1	14	212	1	0
50	1	14	201	45	0
50	1	14	207	1	0
50	1	14	396	1	0
4	2	1	211	394	2048
4	2	1	214	394	2048
4	2	1	396	394	2048
4	2	1	396	29	0
4	2	1	214	29	0
4	2	1	211	29	0
2	2	9	205	394	2048
2	2	9	396	394	2048
2	2	9	214	394	2048
2	2	9	396	29	0
2	2	9	205	29	0
2	2	9	214	29	0
3	2	10	214	394	2048
3	2	10	214	29	0
0	2	15	208	394	2052
0	2	15	214	394	2052
0	2	15	208	29	4
0	2	15	214	29	4
1	2	16	211	394	2112
1	2	16	396	394	2112
1	2	16	214	394	2112
1	2	16	396	29	64
1	2	16	211	29	64
1	2	16	214	29	64
17	3	2	203	394	2048
17	3	2	210	394	2048
17	3	2	209	394	2048
17	3	2	203	75	0
17	3	2	210	24	0
17	3	2	209	24	0
21	3	3	209	394	2048
21	3	3	210	394	2048
21	3	3	209	24	0
21	3	3	210	24	0
22	3	5	203	394	2048
22	3	5	203	75	0
20	3	11	203	394	2048
20	3	11	203	75	0
19	3	12	209	394	2048
19	3	12	213	394	2048
19	3	12	396	394	2048
19	3	12	210	394	2048
19	3	12	396	23	0
19	3	12	209	23	0
19	3	12	213	23	0
19	3	12	210	23	0
19	3	13	209	394	2048
19	3	13	210	394	2048
19	3	13	396	394	2048
19	3	13	396	23	0
19	3	13	209	23	0
19	3	13	210	23	0
18	3	14	209	394	2048
18	3	14	210	394	2048
18	3	14	396	394	2048
18	3	14	396	23	0
18	3	14	210	23	0
18	3	14	209	23	0
85	4	1	207	394	2048
85	4	1	211	394	2048
85	4	1	215	394	2048
85	4	1	396	394	2048
85	4	1	396	54	0
85	4	1	207	54	0
85	4	1	211	54	0
85	4	1	215	54	0
83	4	4	215	394	2048
83	4	4	215	54	0
82	4	6	215	394	2048
82	4	6	215	54	0
81	4	8	202	394	2048
81	4	8	209	394	2048
81	4	8	396	394	2048
81	4	8	216	394	2048
81	4	8	215	394	2048
81	4	8	214	394	2048
81	4	8	213	394	2048
81	4	8	212	394	2048
81	4	8	211	394	2048
81	4	8	210	394	2048
81	4	8	208	394	2048
81	4	8	204	394	2048
81	4	8	207	394	2048
81	4	8	205	394	2048
81	4	8	396	54	0
81	4	8	205	54	0
81	4	8	207	54	0
81	4	8	208	54	0
81	4	8	211	54	0
81	4	8	216	54	0
81	4	8	215	54	0
81	4	8	214	54	0
81	4	8	202	54	0
81	4	8	213	54	0
81	4	8	210	54	0
81	4	8	209	54	0
81	4	8	212	54	0
81	4	8	204	54	0
84	4	9	205	394	2048
84	4	9	215	394	2048
84	4	9	207	394	2048
84	4	9	396	394	2048
84	4	9	396	54	0
84	4	9	215	54	0
84	4	9	207	54	0
84	4	9	205	54	0
43	5	2	215	394	2048
43	5	2	215	61	0
46	5	3	215	394	2048
46	5	3	215	61	0
45	5	12	204	394	2048
45	5	12	208	394	2048
45	5	12	215	394	2048
45	5	12	396	394	2048
45	5	12	213	394	2048
45	5	12	207	394	2048
45	5	12	396	62	0
45	5	12	207	62	0
45	5	12	204	62	0
45	5	12	213	62	0
45	5	12	215	62	0
45	5	12	208	62	0
45	5	13	204	394	2048
45	5	13	207	394	2048
45	5	13	208	394	2048
45	5	13	396	394	2048
45	5	13	215	394	2048
45	5	13	396	62	0
45	5	13	207	62	0
45	5	13	208	62	0
45	5	13	215	62	0
45	5	13	204	62	0
44	5	14	204	394	2048
44	5	14	215	394	2048
44	5	14	396	394	2048
44	5	14	208	394	2048
44	5	14	207	394	2048
44	5	14	396	62	0
44	5	14	207	62	0
44	5	14	204	62	0
44	5	14	215	62	0
44	5	14	208	62	0
11	6	1	206	394	2048
11	6	1	211	394	2048
11	6	1	396	394	2048
11	6	1	396	41	0
11	6	1	211	41	0
11	6	1	206	41	0
5	6	2	206	394	2048
5	6	2	206	42	0
10	6	5	206	394	2048
10	6	5	206	42	0
9	6	9	205	394	2048
9	6	9	206	394	2048
9	6	9	396	394	2048
9	6	9	396	42	0
9	6	9	205	42	0
9	6	9	206	42	0
8	6	11	206	394	2048
8	6	11	206	42	0
7	6	12	206	394	2048
7	6	12	213	394	2048
7	6	12	396	394	2048
7	6	12	396	41	0
7	6	12	206	41	0
7	6	12	213	41	0
7	6	13	206	394	2048
7	6	13	396	394	2048
7	6	13	396	41	0
7	6	13	206	41	0
6	6	14	206	394	2048
6	6	14	396	394	2048
6	6	14	396	41	0
6	6	14	206	41	0
36	7	1	201	394	2048
36	7	1	212	394	2048
36	7	1	396	394	2048
36	7	1	215	394	2048
36	7	1	214	394	2048
36	7	1	211	394	2048
36	7	1	204	394	2048
36	7	1	207	394	2048
36	7	1	208	394	2048
36	7	1	209	394	2048
36	7	1	206	394	2048
36	7	1	396	54	0
36	7	1	211	54	0
36	7	1	215	54	0
36	7	1	214	54	0
36	7	1	209	54	0
36	7	1	212	1	0
36	7	1	201	45	0
36	7	1	207	1	0
36	7	1	396	1	0
36	7	1	211	1	0
36	7	1	214	1	0
36	7	1	209	1	0
33	7	3	204	394	2048
33	7	3	208	394	2048
33	7	3	212	394	2048
33	7	3	215	394	2048
33	7	3	207	394	2048
33	7	3	207	1	0
33	7	3	215	61	0
33	7	3	212	2	0
34	7	4	207	394	2048
34	7	4	215	394	2048
34	7	4	207	3	0
34	7	4	215	54	0
34	7	4	215	3	0
32	7	6	207	394	2048
32	7	6	215	394	2048
32	7	6	207	3	0
32	7	6	215	54	0
32	7	6	215	3	0
31	7	8	202	394	2048
31	7	8	210	394	2048
31	7	8	212	394	2048
31	7	8	396	394	2048
31	7	8	216	394	2048
31	7	8	215	394	2048
31	7	8	214	394	2048
31	7	8	213	394	2048
31	7	8	211	394	2048
31	7	8	209	394	2048
31	7	8	204	394	2048
31	7	8	205	394	2048
31	7	8	208	394	2048
31	7	8	207	394	2048
31	7	8	396	54	0
31	7	8	212	1	0
31	7	8	214	54	0
31	7	8	202	54	0
31	7	8	213	54	0
31	7	8	210	54	0
31	7	8	209	54	0
31	7	8	205	54	0
31	7	8	207	1	0
31	7	8	211	54	0
31	7	8	216	54	0
31	7	8	215	54	0
31	7	8	396	1	0
31	7	8	211	1	0
31	7	8	216	1	0
31	7	8	215	1	0
31	7	8	214	1	0
31	7	8	202	1	0
31	7	8	213	1	0
31	7	8	210	1	0
31	7	8	209	1	0
31	7	8	205	1	0
35	7	9	201	394	2048
35	7	9	205	394	2048
35	7	9	204	394	2048
35	7	9	212	394	2048
35	7	9	396	394	2048
35	7	9	215	394	2048
35	7	9	207	394	2048
35	7	9	396	54	0
35	7	9	205	54	0
35	7	9	201	2	0
35	7	9	207	2	0
35	7	9	212	2	0
35	7	9	215	54	0
35	7	9	396	2	0
35	7	9	205	2	0
16	8	1	202	394	2048
16	8	1	396	394	2048
16	8	1	396	60	0
16	8	1	202	60	0
13	8	2	202	394	2048
13	8	2	202	67	0
14	8	3	202	394	2048
14	8	3	202	67	0
15	8	9	202	394	2048
15	8	9	396	394	2048
15	8	9	205	394	2048
15	8	9	396	67	0
15	8	9	205	67	0
15	8	9	202	67	0
12	8	16	202	394	2112
12	8	16	205	394	2112
12	8	16	396	394	2112
12	8	16	396	67	64
12	8	16	205	67	64
12	8	16	202	67	64
74	9	1	203	394	2048
74	9	1	396	394	2048
74	9	1	211	394	2048
74	9	1	206	394	2048
74	9	1	396	52	0
74	9	1	206	52	0
74	9	1	211	52	0
74	9	1	203	52	0
72	9	5	203	394	2048
72	9	5	206	394	2048
72	9	5	203	52	0
72	9	5	206	52	0
73	9	10	203	394	2048
73	9	10	206	394	2048
73	9	10	203	52	0
73	9	10	206	52	0
70	9	15	203	394	2052
70	9	15	206	394	2052
70	9	15	203	52	4
70	9	15	206	52	4
71	9	16	203	394	2112
71	9	16	211	394	2112
71	9	16	396	394	2112
71	9	16	206	394	2112
71	9	16	396	52	64
71	9	16	211	52	64
71	9	16	203	52	64
71	9	16	206	52	64
107	10	1	203	394	2048
107	10	1	396	394	2048
107	10	1	211	394	2048
107	10	1	396	49	0
107	10	1	203	49	0
107	10	1	211	49	0
67	10	5	203	394	2048
67	10	5	211	394	2048
67	10	5	203	49	0
67	10	5	211	49	0
68	10	10	211	394	2048
68	10	10	211	49	0
65	10	15	211	394	2052
65	10	15	211	49	4
108	10	16	203	394	2112
108	10	16	396	394	2112
108	10	16	211	394	2112
108	10	16	396	49	64
108	10	16	211	49	64
108	10	16	203	49	64
42	11	1	202	394	2048
42	11	1	396	394	2048
42	11	1	211	394	2048
42	11	1	396	19	0
42	11	1	211	19	0
42	11	1	202	19	0
37	11	2	205	394	2048
37	11	2	205	19	0
39	11	3	207	394	2048
39	11	3	207	19	0
40	11	4	207	394	2048
40	11	4	207	19	0
38	11	6	207	394	2048
38	11	6	207	19	0
41	11	9	202	394	2048
41	11	9	205	394	2048
41	11	9	396	394	2048
41	11	9	396	19	0
41	11	9	205	19	0
41	11	9	202	19	0
30	12	1	201	394	2048
30	12	1	396	394	2048
30	12	1	202	394	2048
30	12	1	211	394	2048
30	12	1	396	55	0
30	12	1	211	55	0
30	12	1	202	55	0
30	12	1	201	55	0
23	12	2	201	394	2048
23	12	2	205	394	2048
23	12	2	202	394	2048
23	12	2	201	55	0
23	12	2	202	55	0
23	12	2	205	55	0
27	12	3	202	394	2048
27	12	3	202	55	0
29	12	5	201	394	2048
29	12	5	201	55	0
28	12	9	201	394	2048
28	12	9	396	394	2048
28	12	9	202	394	2048
28	12	9	205	394	2048
28	12	9	396	55	0
28	12	9	201	55	0
28	12	9	202	55	0
28	12	9	205	55	0
26	12	11	201	394	2048
26	12	11	201	55	0
25	12	12	201	394	2048
25	12	12	202	394	2048
25	12	12	213	394	2048
25	12	12	396	394	2048
25	12	12	396	55	0
