1	akheva	0	-493	33	-20	50	20	50	2	179137	1		10	1	3600	120
2	akheva	0	26	-172	18	50	20	50	2	179137	1		10	1	3600	120
3	akheva	0	-128	-110	6	50	20	50	2	179137	1		10	1	3600	120
4	akheva	0	-288	-78	-10	50	20	50	2	179137	1		10	1	3600	120
5	akheva	0	-375	-52	-10	50	20	50	2	179137	1		10	1	3600	120
6	akheva	0	124	-19	7	50	20	50	2	179137	1		10	1	3600	120
7	akheva	0	-542	15	-20	50	20	50	2	179137	1		10	1	3600	120
8	akheva	0	-117	49	6	50	20	50	2	179137	1		10	1	3600	120
9	akheva	0	-377	50	-10	50	20	50	2	179137	1		10	1	3600	120
10	akheva	0	273	62	8	50	20	50	2	179137	1		10	1	3600	120
11	echo	0	146	651	-81	50	20	40	0	2985	0		0	36	300	120
12	echo	0	167	656	-81	50	20	30	0	2985	0		0	36	300	120
13	echo	0	890	1058	-124	50	20	30	0	2985	0		0	36	300	120
14	echo	0	420	968	-125	50	20	50	0	2985	0		0	36	300	120
15	echo	0	859	934	-125	50	20	50	0	2985	0		0	36	300	120
16	echo	0	573	933	-124	50	20	30	0	2985	0		0	36	300	120
17	echo	0	58	854	-101	50	20	30	0	2985	0		0	36	300	120
18	echo	0	145	787	-93	50	20	40	0	2985	0		0	36	300	120
19	necropolis	0	-604	-505	-237	25	20	50	4	75	300		10	1	120	12
20	necropolis	0	-1362	-383	-247	25	20	50	0	981	0		0	53	120	0
21	necropolis	0	-505	-303	-247	25	20	50	4	75	300		10	1	120	12
22	necropolis	0	-1573	-294	-247	25	20	50	0	1707	0		0	53	1200	0
23	necropolis	0	-871	-292	-247	25	20	50	0	2098	0		0	53	60	0
24	necropolis	0	686	1085	-16	25	20	50	0	253	0		0	53	120	0
25	necropolis	0	-999	-233	-247	25	20	50	0	2098	0		0	53	60	0
26	necropolis	0	-1724	-191	-247	25	20	50	0	1707	0		0	53	1200	0
27	necropolis	0	-1000	-176	-247	25	20	50	0	981	0		0	53	120	0
28	necropolis	0	-2120	64	-247	25	20	50	0	981	0		0	53	120	0
29	necropolis	0	-1676	190	-247	25	20	50	0	981	0		0	53	120	0
30	necropolis	0	-2063	205	-253	25	20	50	0	981	0		0	53	120	0
31	necropolis	0	-1828	265	-247	25	20	50	0	951	0		0	53	120	0
32	necropolis	0	348	442	-152	25	20	50	0	951	0		0	53	120	0
