1	201	57.9	-43.2	2.2	0
2	206	241	509	-52.8	0
3	204	1668	282	210.4	0
4	205	-1750	-1243	-56	0
5	208	207.4	-1615.1	77.9	0
6	210	-1755.7	-2001.1	-463.8	0
7	200	-153.7	-66.1	-95.8	0
8	207	-341	1706	-491	0
9	214	-200	0	-39.8	0
10	209	207	178	-1620	0
11	211	-2709.9	-338	2.2	0
12	212	-1	-2915	-766	0
13	217	-1370	1150	-180.4	0
14	216	-169.4	-1246.5	4.7	0
15	223	866	-46	395.8	0
16	215	532	884	-92.13	0
17	57	3785	-735	-2.8	0
18	218	-1150	162	70.2	25
19	30	-4671	2735	-99.2	214
20	283	-1225	501	-121	0
21	297	-335.51	10.4	-420.87	130.4
22	316	-956	416	-307	0
23	316	1077	-4878	-307	0
24	316	-1584	-5586	-306	0
25	316	1810	-1032	-306	0
26	316	-2105	-4361	-307	0
27	316	-3065	-1009	-307	0
28	336	-109	-1221	-240	230
29	336	-293	995	-80	192
30	302	-1641	394	181	0
31	300	1322	1712	125.5	130
