1	1	14	1	1	13	-1	-1	0	\N
2	1	560	1	5	28	-1	-1	10	\N
3	1	16	1	14	43	-1	-1	20	\N
4	1	329	1	29	53	-1	-1	30	\N
5	1	672	1	44	55	-1	-1	40	\N
6	1	1543	1	54	61	-1	-1	50	\N
7	1	2508	1	56	255	-1	-1	60	\N
8	1	3476	1	62	255	-1	-1	70	\N
9	1	405	1	34	43	-1	-1	1	\N
10	1	406	1	44	51	-1	-1	1	\N
11	1	1542	1	52	63	-1	-1	1	\N
12	1	3473	1	64	255	-1	-1	1	\N
13	1	231	1	9	18	-1	-1	1	\N
14	1	413	1	19	28	-1	-1	1	\N
15	1	414	1	29	38	-1	-1	1	\N
16	1	415	1	39	48	-1	-1	1	\N
17	1	416	1	49	58	-1	-1	1	\N
18	1	1545	1	59	255	-1	-1	1	\N
19	1	216	1	5	18	-1	-1	1	\N
20	1	123	1	19	33	-1	-1	1	\N
21	1	124	1	34	48	-1	-1	1	\N
22	1	125	1	49	57	-1	-1	1	\N
23	1	1544	1	58	60	-1	-1	1	\N
24	1	3481	1	61	64	-1	-1	1	\N
25	1	3464	1	65	255	-1	-1	1	\N
27	1	49	512	39	52	-1	-1	1	\N
28	1	1526	512	53	255	-1	-1	1	\N
31	1	200	2	1	13	-1	60	0	\N
32	1	17	2	5	23	-1	60	10	\N
33	1	12	2	14	33	-1	60	20	\N
34	1	15	2	24	50	-1	60	30	\N
35	1	9	2	34	52	-1	60	40	\N
36	1	13	2	39	255	-1	60	1000	\N
37	1	1518	2	51	60	-1	60	60	\N
38	1	1519	2	53	67	-1	60	170	\N
39	1	2182	2	58	62	-1	60	180	\N
40	1	3465	2	61	255	-1	60	90	\N
41	1	3480	2	63	255	-1	60	200	\N
42	1	230	4	9	63	-1	-1	1	\N
43	1	131	4	29	48	-1	-1	2	\N
44	1	132	4	49	55	-1	-1	3	\N
45	1	133	4	56	61	-1	-1	4	\N
46	1	3195	4	62	255	-1	-1	5	\N
47	1	3196	4	64	255	-1	-1	6	\N
48	1	202	8	1	8	-1	-1	0	\N
49	1	219	8	9	18	-1	-1	0	\N
50	1	89	8	19	23	-1	-1	0	\N
51	1	244	8	24	33	-1	-1	0	\N
52	1	312	8	34	43	-1	-1	0	\N
53	1	314	8	44	51	-1	-1	0	\N
54	1	1533	8	52	59	-1	-1	0	\N
55	1	1447	8	60	61	-1	-1	0	\N
56	1	3467	8	62	255	-1	-1	0	\N
57	1	11	8	5	18	-1	-1	1	\N
58	1	368	8	19	28	-1	-1	1	\N
59	1	18	8	29	38	-1	-1	1	\N
