61	1	0	0	1
1	1	4450	0	1
2	2	4451	0	1
3	3	4452	0	1
4	1	4451	0	0
5	2	4452	0	0
6	3	4450	0	0
7	1	4450	0	1
8	2	4451	0	1
9	3	4452	0	1
10	1	4451	0	0
11	2	4452	0	0
12	3	4450	0	0
13	1	4450	0	1
14	2	4451	0	1
15	3	4452	0	1
16	1	4451	0	0
17	2	4452	0	0
18	3	4450	0	0
19	1	4450	0	1
20	2	4451	0	1
21	3	4452	0	1
22	1	4451	0	0
23	2	4452	0	0
24	3	4450	0	0
25	1	4450	0	1
26	2	4451	0	1
27	3	4452	0	1
28	1	4451	0	0
29	2	4452	0	0
30	3	4450	0	0
31	1	4450	0	1
32	2	4451	0	1
33	3	4452	0	1
34	1	4451	0	0
35	2	4452	0	0
36	3	4450	0	0
37	1	4450	0	1
38	2	4451	0	1
39	3	4452	0	1
40	1	4451	0	0
41	2	4452	0	0
42	3	4450	0	0
43	1	4450	0	1
44	2	4451	0	1
45	3	4452	0	1
46	1	4451	0	0
47	2	4452	0	0
48	3	4450	0	0
49	1	4450	0	1
50	2	4451	0	1
51	3	4452	0	1
52	1	4451	0	0
53	2	4452	0	0
54	3	4450	0	0
55	1	4450	0	1
56	2	4451	0	1
57	3	4452	0	1
58	1	4451	0	0
59	2	4452	0	0
60	3	4450	0	0
62	2	0	0	1
63	3	0	0	1
