128	0	4320	5228	1	0	0	100000	782	10	0	0
129	0	259200	2738	2	0	0	0	0	0	0	0
130	0	7	2739	1	0	0	0	0	0	0	0
131	0	4320	2740	2	0	0	0	0	0	0	0
132	0	8640	2741	2	0	0	0	462	10	0	0
133	0	4320	2776	1	0	0	0	0	0	0	0
133	1	4320	2777	1	0	0	0	0	0	0	0
133	2	4320	2778	1	0	0	0	0	0	0	0
136	0	4320	2742	2	0	0	0	468	10	0	0
140	0	4320	2771	1	0	0	0	477	10	0	0
145	0	4320	0	2	8	0	0	0	0	0	0
146	0	180	2749	1	0	0	0	0	0	0	0
153	0	7200	2750	1	0	0	0	474	10	0	0
154	0	7200	2751	2	0	0	0	0	0	0	0
155	0	420	2758	1	0	0	0	0	0	0	0
156	0	4320	2734	1	0	0	0	0	0	0	0
162	0	8640	2753	1	0	0	0	471	10	0	0
163	0	2160	2752	5	0	0	0	483	10	0	0
167	0	900	2754	5	0	0	0	0	0	0	0
168	0	900	2795	1	0	0	0	0	0	0	0
168	1	900	2796	1	0	0	0	0	0	0	0
168	2	900	2797	1	0	0	0	0	0	0	0
171	0	900	2798	1	0	0	0	0	0	0	0
171	1	900	2799	1	0	0	0	0	0	0	0
171	2	900	2800	1	0	0	0	0	0	0	0
174	0	900	2792	1	0	0	0	0	0	0	0
174	1	900	2793	1	0	0	0	0	0	0	0
174	2	900	2794	1	0	0	0	0	0	0	0
177	0	900	2789	1	0	0	0	0	0	0	0
177	1	900	2790	1	0	0	0	0	0	0	0
177	2	900	2791	1	0	0	0	0	0	0	0
181	0	300	8133	2	0	0	0	486	10	0	0
181	1	300	8134	2	0	0	0	486	10	0	0
181	2	300	8135	2	0	0	0	486	10	0	0
183	0	8640	2755	2	0	0	0	0	0	0	0
184	0	4320	2756	2	0	0	0	0	0	0	0
185	0	4320	2757	1	0	0	0	0	0	0	0
186	0	7	2772	1	0	0	0	0	0	0	0
187	0	4320	2764	2	0	0	0	0	0	0	0
188	0	30	2190	2	0	0	0	583	24	0	0
193	0	4320	0	2	10	0	0	0	0	0	0
194	0	1	2874	1	0	0	0	0	0	0	0
197	0	7	2765	1	0	0	0	0	0	0	0
