1	1	1
2	1	1
3	1	1
4	1	1
5	1	1
6	1	1
7	1	1
8	1	1
9	1	1
10	1	1
11	1	1
12	1	1
13	1	1
14	1	1
15	1	1
16	1	1
17	1	1
18	1	1
19	1	1
20	1	1
21	1	1
22	1	1
23	1	1
24	1	1
25	1	1
26	1	1
27	1	1
28	1	1
29	1	1
30	0.75	1
31	1	1
32	1	1
33	1	1
34	1	1
35	0.75	1
36	1	1
37	1	1
38	1	1
39	1	1
40	0.75	1
41	1	1
42	1	1
43	1	1
44	1	1
45	0.75	1
46	1	1.5
47	1	1.5
48	1	1.5
49	1	1.5
50	1	1.5
51	0.85	1.5
52	0.85	1.5
53	0.8	1.5
54	0.8	1.5
55	0.75	1.5
56	0.75	1.5
57	0.7	1.5
58	0.65	1.5
59	0.6	1.5
60	0.8	1.5
61	0.75	1.5
62	0.7	1.5
63	0.65	1.5
64	0.6	1.5
65	0.8	1.5
66	0.3	1.5
67	0.25	1.5
68	0.18	1.5
69	0.12	1.5
70	0.8	1.5
71	1	1
72	1	1
73	1	1
74	1	1
75	1	1
76	1	1
77	1	1
78	1	1
79	1	1
80	1	1
81	1	1
82	1	1
83	1	1
84	1	1
85	1	1
86	1	1
87	1	1
88	1	1
89	1	1
90	1	1
91	1	1
92	1	1
93	1	1
94	1	1
95	1	1
96	1	1
97	1	1
98	1	1
99	1	1
100	1	1
