504	1147	-38.22	96	75	0	0	2	203	3	75	0	0	0	50
-385	-1071	67.72	0	24	0	0	2	209	3	24	0	0	0	50
-80	-639	67.72	144	24	0	0	2	210	3	24	0	0	0	50
-374	-1040	51.72	192	24	0	0	3	209	3	24	0	0	0	50
-64	-656	67.72	48	24	0	0	3	210	3	24	0	0	0	50
456	880	-120.18	128	75	0	0	5	203	3	75	0	0	0	50
840	781	-22.25	0	75	0	0	11	203	3	75	0	0	0	50
740	887	83.72	192	23	0	0	12	209	3	23	0	0	0	50
740	887	83.72	192	23	0	0	12	210	3	23	0	0	0	50
740	887	83.72	192	23	0	0	12	213	3	23	0	0	0	50
740	887	83.72	192	23	0	0	12	396	3	23	0	0	0	50
920	716	83.72	0	23	0	0	13	209	3	23	0	0	0	50
920	716	83.72	0	23	0	0	13	210	3	23	0	0	0	50
920	716	83.72	0	23	0	0	13	396	3	23	0	0	0	50
753	536	83.72	64	23	0	0	14	209	3	23	0	0	0	50
753	536	83.72	64	23	0	0	14	210	3	23	0	0	0	50
753	536	83.72	64	23	0	0	14	396	3	23	0	0	0	50
-371	329	-38.22	170	45	0	1	1	201	1	45	0	0	0	50
-510	57	31.75	0	1	0	1	1	207	1	1	0	0	0	50
-510	57	31.75	0	1	0	1	1	211	1	1	0	0	0	50
-510	57	31.75	0	1	0	1	1	212	1	1	0	0	0	50
-510	57	31.75	0	1	0	1	1	396	1	1	0	0	0	50
-625	354	-35.25	64	45	0	1	2	201	1	45	0	0	0	50
-440	-173	3.75	0	1	0	1	2	207	1	1	0	0	0	50
-677	-75	-10.25	0	2	0	1	2	212	1	2	0	0	0	50
-509	-149	6.75	192	1	0	1	3	207	1	1	0	0	0	50
-677	-187	-10.25	128	2	0	1	3	212	1	2	0	0	0	50
84	127	2.75	128	3	0	1	4	207	1	3	0	0	0	50
84	127	2.75	128	3	0	1	4	215	1	3	0	0	0	50
-319	416	-38.22	64	45	0	1	5	201	1	45	0	0	0	50
-430	-209	6.75	192	3	0	1	6	207	1	3	0	0	0	50
-430	-209	6.75	192	3	0	1	6	215	1	3	0	0	0	50
288	344	3.75	64	2	0	1	7	396	1	2	0	0	0	50
-141	515	3.75	128	1	0	1	8	202	1	1	0	0	0	50
-141	515	3.75	128	1	0	1	8	205	1	1	0	0	0	50
-141	515	3.75	128	1	0	1	8	207	1	1	0	0	0	50
-141	515	3.75	128	1	0	1	8	209	1	1	0	0	0	50
-141	515	3.75	128	1	0	1	8	210	1	1	0	0	0	50
-141	515	3.75	128	1	0	1	8	211	1	1	0	0	0	50
-141	515	3.75	128	1	0	1	8	212	1	1	0	0	0	50
-141	515	3.75	128	1	0	1	8	213	1	1	0	0	0	50
-141	515	3.75	128	1	0	1	8	214	1	1	0	0	0	50
-141	515	3.75	128	1	0	1	8	215	1	1	0	0	0	50
-141	515	3.75	128	1	0	1	8	216	1	1	0	0	0	50
-141	515	3.75	128	1	0	1	8	396	1	1	0	0	0	50
167	30	-29.25	192	2	0	1	9	201	1	2	0	0	0	50
167	30	-29.25	192	2	0	1	9	205	1	2	0	0	0	50
167	30	-29.25	192	2	0	1	9	207	1	2	0	0	0	50
167	30	-29.25	192	2	0	1	9	212	1	2	0	0	0	50
167	30	-29.25	192	2	0	1	9	396	1	2	0	0	0	50
-427	302	-38.22	192	45	0	1	11	201	1	45	0	0	0	50
-353	309	-38.22	0	45	2	1	12	201	1	0	0	0	0	50
-653	314	-3.75	192	1	2	1	12	207	1	1	0	0	0	50
-653	314	-3.75	192	1	2	1	12	212	1	1	0	0	0	50
-653	314	-3.75	192	1	2	1	12	213	1	1	0	0	0	50
-653	314	3.75	192	1	2	1	12	396	1	1	0	0	0	50
-363	382	-38.22	32	45	0	1	13	201	1	45	0	0	0	50
-654	319	3.75	160	1	0	1	13	207	1	1	0	0	0	50
-654	319	3.75	160	1	0	1	13	212	1	1	0	0	0	50
-654	319	3.75	160	1	0	1	13	396	1	1	0	0	0	50
-370	397	-38.22	176	45	0	1	14	201	1	45	0	0	0	50
-654	305	3.75	232	1	0	1	14	207	1	1	0	0	0	50
-654	305	3.75	232	1	0	1	14	212	1	1	0	0	0	50
-654	305	3.75	232	1	0	1	14	396	1	1	0	0	0	50
-372	294	-38.65	0	45	0	1	1	201	7	45	0	0	0	50
-513	48	31.44	0	1	0	1	1	207	7	1	0	0	0	50
-513	48	31.44	0	1	0	1	1	209	7	1	0	0	0	50
-513	48	31.44	0	1	0	1	1	211	7	1	0	0	0	50
-513	48	31.44	0	1	0	1	1	212	7	1	0	0	0	50
-513	48	31.44	0	1	0	1	1	214	7	1	0	0	0	50
-513	48	31.44	0	1	0	1	1	396	7	1	0	0	0	50
-148	-491	-3.44	0	1	0	1	3	207	7	1	0	0	0	50
-148	-491	-3.44	0	1	0	1	3	212	7	1	0	0	0	50
84	133	2.44	128	3	0	1	4	207	7	3	0	0	0	50
84	133	2.44	128	3	0	1	4	215	7	3	0	0	0	50
-413	-210	5.74	192	3	0	1	6	207	7	3	0	0	0	50
-413	-210	5.74	192	3	0	1	6	215	7	3	0	0	0	50
-140	528	3.75	128	1	0	1	8	202	7	1	0	0	0	50
-140	528	3.75	128	1	0	1	8	205	7	1	0	0	0	50
-140	528	3.75	128	1	0	1	8	207	7	1	0	0	0	50
-140	528	3.75	128	1	0	1	8	209	7	1	0	0	0	50
-140	528	3.75	128	1	0	1	8	210	7	1	0	0	0	50
-140	528	3.75	128	1	0	1	8	211	7	1	0	0	0	50
-140	528	3.75	128	1	0	1	8	212	7	1	0	0	0	50
-140	528	3.75	128	1	0	1	8	213	7	1	0	0	0	50
-140	528	3.75	128	1	0	1	8	214	7	1	0	0	0	50
-140	528	3.75	128	1	0	1	8	215	7	1	0	0	0	50
-140	528	3.75	128	1	0	1	8	216	7	1	0	0	0	50
-140	528	3.75	128	1	0	1	8	396	7	1	0	0	0	50
168	31	-29.56	192	2	0	1	9	201	7	2	0	0	0	50
168	31	-29.56	192	2	0	1	9	205	7	2	0	0	0	50
168	31	-29.56	192	2	0	1	9	207	7	2	0	0	0	50
168	31	-29.56	192	2	0	1	9	212	7	2	0	0	0	50
168	31	-29.56	192	2	0	1	9	396	7	2	0	0	0	50
300	-1455	-48.42	168	382	0	2	5	206	1	382	0	0	0	50
-1539	-235	-135.76	168	383	0	2	7	210	1	383	0	0	0	50
578	-1358	-48.93	128	382	0	2	11	206	1	382	0	0	0	50
-456	560	-26.62	192	29	0	2	1	211	2	29	0	0	0	50
-456	560	-26.62	192	29	0	2	1	214	2	29	0	0	0	50
-456	560	-26.62	192	29	0	2	1	396	2	29	0	0	0	50
141	271	9.38	64	29	0	2	9	205	2	29	0	0	0	50
141	271	9.38	64	29	0	2	9	214	2	29	0	0	0	50
141	271	9.38	64	29	0	2	9	396	2	29	0	0	0	50
449	332	-19.62	64	29	0	2	10	214	2	29	0	0	0	50
210	586	4.38	192	29	0	2	15	208	2	29	0	0	0	50
210	586	4.38	192	29	0	2	15	214	2	29	0	0	0	50
325	565	4.38	48	29	0	2	16	211	2	29	0	0	0	50
325	565	4.38	48	29	0	2	16	214	2	29	0	0	0	50
325	565	4.38	48	29	0	2	16	396	2	29	0	0	0	50
-152	100	46.16	144	19	0	3	1	202	11	19	0	0	0	50
-152	100	46.16	144	19	0	3	1	211	11	19	0	0	0	50
