1	88	0	-171	201	-124	395	0	0	IT128_ACTORDEF	30	892	0	0	0	0	0	0	0	0	0	0	100	0	0	\N
2	113	0	2497	-557	-327	58	17330	0	IT64_ACTORDEF	30	539	0	0	0	0	0	0	0	0	0	0	100	0	0	\N
3	6	0	-223	60	26	383	17911	0	IT70_ACTORDEF	19	1116	0	0	0	0	0	0	0	0	0	0	100	0	0	\N
4	6	0	-236	28	30	261	17907	0	IT69_ACTORDEF	15	1114	0	0	0	0	0	0	0	0	0	0	100	0	0	\N
5	106	0	-316	220	3	147	0	0	IT66_ACTORDEF	17	1115	0	0	0	0	0	0	0	0	0	0	100	0	0	\N
6	106	0	-16	686	2	256	0	0	IT70_ACTORDEF	19	1116	0	0	0	0	0	0	0	0	0	0	100	0	0	\N
7	106	0	-85	50	0	250	0	0	IT128_ACTORDEF	16	892	0	0	0	0	0	0	0	0	0	0	100	0	0	\N
8	106	0	-219	261	0	260	0	0	IT73_ACTORDEF	22	1113	0	0	0	0	0	0	0	0	0	0	100	0	0	\N
9	106	0	-196	230	0	485	0	0	IT74_ACTORDEF	21	1112	0	0	0	0	0	0	0	0	0	0	100	0	0	\N
10	106	0	-65	907	0	396	17911	0	IT70_ACTORDEF	19	1116	0	0	0	0	0	0	0	0	0	0	100	0	0	\N
11	106	0	148	522	6	254	0	0	IT69_ACTORDEF	15	1114	0	0	0	0	0	0	0	0	0	0	100	0	0	\N
12	106	0	-34	-379	0	387	0	0	IT66_ACTORDEF	17	1115	0	0	0	0	0	0	0	0	0	0	100	0	0	\N
13	106	0	-24	-531	59	252	0	0	IT66_ACTORDEF	38	1115	0	0	0	0	0	0	0	0	0	0	100	0	0	\N
14	49	0	680	281	0	372	17913	0	IT74_ACTORDEF	21	1112	0	0	0	0	0	0	0	0	0	0	100	0	0	\N
15	49	0	684	296	0	465	0	0	IT73_ACTORDEF	22	1113	0	0	0	0	0	0	0	0	0	0	100	0	0	\N
16	49	0	-252	263	0	508	17911	0	IT70_ACTORDEF	19	1116	0	0	0	0	0	0	0	0	0	0	100	0	0	\N
17	49	0	-202	272	0	332	0	0	IT66_ACTORDEF	17	1115	0	0	0	0	0	0	0	0	0	0	100	0	0	\N
18	49	0	-196	509	0	383	0	0	IT69_ACTORDEF	15	1114	0	0	0	0	0	0	0	0	0	0	100	0	0	\N
19	49	0	934	141	40	499	0	0	IT66_ACTORDEF	33	1115	0	0	0	0	0	0	0	0	0	0	100	0	0	\N
20	49	0	700	694	3	366	0	0	IT128_ACTORDEF	16	892	0	0	0	0	0	0	0	0	0	0	100	0	0	\N
21	165	0	960	-2691	-437	412	17911	0	IT70_ACTORDEF	19	1116	0	0	0	0	0	0	0	0	0	0	100	0	0	\N
22	165	0	1043	-2601	-438	466	17909	0	IT66_ACTORDEF	17	1115	0	0	0	0	0	0	0	0	0	0	100	0	0	\N
23	2	0	312	68	0	384	0	0	IT70_ACTORDEF	19	1116	0	0	0	0	0	0	0	0	0	0	100	0	0	\N
24	2	0	62	73	0	109	0	0	IT66_ACTORDEF	17	1115	0	0	0	0	0	0	0	0	0	0	100	0	0	\N
25	61	0	-370	-94	-1	255	0	0	IT73_ACTORDEF	22	1113	0	0	0	0	0	0	0	0	0	0	100	0	0	\N
26	61	0	-373	-75	-1	267	0	0	IT74_ACTORDEF	21	1112	0	0	0	0	0	0	0	0	0	0	100	0	0	\N
27	61	0	-487	-92	0	206	17909	0	IT66_ACTORDEF	17	1115	0	0	0	0	0	0	0	0	0	0	100	0	0	\N
28	61	0	-598	240	-13	128	0	0	IT69_ACTORDEF	15	1114	0	0	0	0	0	0	0	0	0	0	100	0	0	\N
