129	19	3
131	19	3
136	19	3
141	23	3
142	23	3
143	23	3
146	224	3
162	224	3
190	30	3
191	30	3
192	30	3
195	31	3
230	17	3
231	17	3
232	17	3
255	309	3
256	309	3
257	309	3
260	31	3
261	31	3
262	31	3
263	17	3
264	17	3
265	17	3
267	23	3
268	23	3
269	23	3
446	26	3
447	26	3
448	26	3
462	39	1
463	39	1
464	39	1
468	41	1
469	41	1
470	41	1
471	57	1
472	57	1
473	57	1
474	50	1
475	50	1
476	50	1
477	43	1
478	43	1
479	43	1
480	117	1
481	117	1
482	117	1
483	58	1
484	58	1
485	58	1
489	110	1
490	110	1
491	110	1
492	109	1
493	109	1
494	109	1
495	98	1
496	98	1
497	98	1
498	102	1
499	102	1
500	102	1
501	107	1
502	107	1
503	107	1
531	19	3
532	19	3
534	6001	11
535	6001	11
536	6001	11
537	112	3
538	112	3
539	17	3
540	17	3
541	17	3
542	309	3
543	309	3
544	309	3
567	45	1
574	125	1
575	125	1
576	125	1
583	73	1
584	73	1
585	73	1
586	120	1
587	120	1
588	120	1
589	87	1
590	87	1
591	87	1
592	30	1
593	6001	11
594	6001	11
595	6001	11
596	6000	11
597	6000	11
598	6000	11
637	23	3
638	23	3
639	23	3
640	23	3
641	23	3
642	23	3
643	55	1
644	82	1
702	30	1
703	30	1
704	30	1
705	30	1
706	30	1
715	6001	11
716	6001	11
717	6001	11
754	153	3
755	153	3
756	153	3
770	23	3
771	23	3
772	23	3
773	217	1
774	217	1
775	217	1
782	35	1
783	35	1
784	35	1
806	81	1
849	180	3
850	180	3
851	180	3
886	102	1
887	102	1
893	87	1
894	87	1
924	23	3
925	23	3
931	23	1
932	23	1
933	23	1
975	102	1
1018	227	3
1041	30	6
1042	30	6
1043	30	6
1044	310	6
1045	310	6
1046	310	6
1047	311	3
1048	311	3
1049	311	3
1050	309	6
1051	309	6
1052	309	6
1102	30	1
1103	30	1
1104	30	1
1105	30	1
1106	30	1
1107	23	3
1108	23	3
1109	23	3
1110	187	5
1111	187	5
1112	187	5
1122	176	2
1126	58	1
1127	58	1
1128	58	1
1129	125	1
1130	125	1
1150	189	3
1151	189	3
1152	189	3
1163	309	3
1164	309	3
1165	309	3
1203	19	3
1204	19	3
1205	19	3
1210	114	6
1211	114	6
1212	114	6
1213	215	6
1214	215	6
1215	215	6
1242	173	3
1243	173	3
1244	173	3
1251	61	1
1252	64	1
1253	62	1
1254	63	1
1274	175	3
1275	175	3
1276	175	3
1278	6001	11
1279	6001	11
1280	6001	11
1323	47	1
1337	308	3
1338	308	3
1339	308	3
1414	451	1
1415	451	1
1416	451	1
1417	451	1
1418	451	1
1420	17	3
1421	17	3
1422	17	3
1423	17	3
1424	17	3
1425	374	3
1426	374	3
1427	374	3
1428	374	3
1429	374	3
1435	20	3
1436	20	3
1437	20	3
1458	375	3
1459	255	5
1460	255	5
1461	255	5
1471	362	1
1472	362	1
1473	362	1
1474	362	1
1475	362	1
1483	114	6
1484	114	6
1485	114	6
1486	19	7
1487	19	7
1488	19	7
1489	19	7
1490	19	7
1494	80	1
1495	185	6
1496	185	6
1497	185	6
1501	46	1
1502	46	1
1503	46	1
1504	60	1
1505	60	1
1506	60	1
1511	175	3
1512	175	3
1513	175	3
1514	259	6
1515	259	6
1516	259	6
1524	30	3
1525	30	3
1526	30	3
1543	439	3
1544	439	3
1545	439	3
1546	420	1
1547	420	1
1548	420	1
1552	13	5
1553	13	5
1554	13	5
1555	359	3
1556	359	3
1557	359	3
1558	46	1
1559	46	1
1560	46	1
1572	263	1
1573	263	1
1574	263	1
1575	263	1
1576	263	1
1577	58	1
1578	58	1
1579	58	1
1583	300	6
1584	300	6
1585	300	6
1586	300	6
1587	300	6
1591	222	3
1601	82	1
1602	82	1
1603	82	1
1608	82	3
1609	82	3
1610	82	3
1611	181	2
1612	181	2
1613	181	2
1614	181	2
1615	181	2
1627	13	5
1628	13	5
1629	13	5
1638	224	3
1639	565	1
1640	793	1
1641	121	3
1642	121	3
1643	77	1
1644	85	1
1645	77	1
1646	85	1
1656	153	1
1657	153	1
1659	285	1
1660	285	1
1667	570	1
2400	38	1
2401	38	1
2402	38	1
3676	35	1
4666	435	3
4667	435	3
4668	435	3
4669	435	3
4670	435	3
4688	497	5
4689	497	5
4690	497	5
4691	497	5
4692	497	5
4707	30	6
4708	30	6
4709	30	6
4710	310	6
4711	310	6
4712	310	6
4713	311	3
4714	311	3
4715	311	3
4716	309	6
4717	309	6
4718	309	6
4749	23	3
4750	23	3
4751	23	3
4752	114	6
4753	114	6
4754	114	6
4755	215	6
4756	215	6
4757	215	6
4761	526	3
4762	526	3
4763	526	3
4773	20	3
4795	309	3
4796	309	3
4797	309	3
4829	420	1
4830	420	1
4831	420	1
4844	435	3
4845	435	3
4846	435	3
4847	435	3
4848	435	3
4861	68	1
4862	68	1
4863	68	1
4864	175	3
4865	175	3
4866	175	3
4887	413	3
4888	413	3
4889	413	3
4890	57	1
4894	409	3
4895	409	3
4896	409	3
4903	784	1
4906	785	1
4909	786	1
4912	787	1
4915	794	1
4916	794	1
4917	794	1
4921	117	1
4922	117	1
4923	117	1
4924	740	3
4925	740	3
4926	740	3
4931	173	8
4932	173	8
4933	173	8
4951	439	3
4952	439	3
4953	439	3
4975	30	1
4976	30	1
4977	30	1
4978	30	1
4979	30	1
4986	82	1
4987	82	1
4988	82	1
4989	82	3
4990	82	3
4991	82	3
5010	35	1
5011	35	1
5012	35	1
5038	30	3
5039	30	3
5040	30	3
5041	6001	11
5042	6001	11
5043	6001	11
5061	45	1
5069	224	3
5070	19	3
5071	19	3
5072	19	3
5080	255	5
5081	255	5
5082	255	5
5098	73	2
5118	396	1
5119	396	1
5120	396	1
5127	261	3
5128	261	3
5129	261	3
5133	23	3
5134	23	3
5135	23	3
5136	496	5
5137	496	5
5138	496	5
5139	496	5
5140	496	5
5251	447	3
5252	447	3
5253	447	3
5264	278	5
5265	278	5
5266	278	5
5267	278	5
5268	278	5
5270	87	1
5271	87	1
5272	87	1
5286	23	3
5287	23	3
5288	23	3
5311	185	6
5312	185	6
5313	185	6
5330	1685	1
5333	1685	1
5336	1685	1
5339	1685	1
5342	1685	1
5347	1685	1
5348	1685	1
5350	707	4
5350	1685	1
5353	1685	1
5356	1685	1
5357	1685	1
5360	1685	1
5363	447	3
5363	1685	1
5366	1685	1
5369	1685	1
5513	58	1
5514	58	1
5515	58	1
5529	19	7
5530	19	7
5531	19	7
5532	19	7
5533	19	7
5542	30	6
5543	30	6
5544	30	6
5545	310	6
5546	310	6
5547	310	6
5548	311	3
5549	311	3
5550	311	3
5551	309	6
5552	309	6
5553	309	6
5571	23	3
5572	23	3
5573	23	3
5574	114	6
5575	114	6
5576	114	6
5577	215	6
5578	215	6
5579	215	6
5595	309	3
5596	309	3
5597	309	3
5607	794	1
5608	794	1
5609	794	1
5617	23	3
5618	23	3
5619	23	3
5702	30	1
5703	30	1
5704	30	1
5705	30	1
5706	30	1
5759	374	3
5760	374	3
5761	374	3
5762	374	3
5763	374	3
5791	19	3
5792	19	3
5793	19	3
5797	396	1
5798	396	1
5799	396	1
5803	255	5
5804	255	5
5805	255	5
5806	30	3
5807	30	3
5808	30	3
5825	45	1
5826	185	6
5827	185	6
5828	185	6
5854	217	1
5855	217	1
5856	217	1
5857	173	3
5858	173	3
5859	173	3
5869	57	1
5871	57	1
5872	57	1
5880	60	1
5881	60	1
5882	60	1
5886	58	1
5887	58	1
5888	58	1
5892	784	1
5893	785	1
5894	786	1
5895	787	1
5939	278	5
5940	278	5
5941	278	5
5942	278	5
5943	278	5
5944	740	3
5945	740	3
5946	740	3
5947	175	3
5948	175	3
5949	175	3
5950	175	3
5951	175	3
5952	175	3
5954	68	1
5955	68	1
5956	68	1
5969	6001	11
5970	6001	11
5971	6001	11
5972	6001	11
5973	6000	11
5984	702	1
6017	82	1
6018	82	1
6019	82	1
6026	826	1
6027	826	1
6028	826	1
6042	439	3
6043	439	3
6044	439	3
6054	173	8
6055	173	8
6056	173	8
6063	87	1
6064	87	1
6065	87	1
6088	392	1
6089	392	1
6090	392	1
6092	447	3
6093	447	3
6094	447	3
6102	224	3
6106	308	3
6107	308	3
6108	308	3
6109	308	3
6110	308	3
6111	308	3
6130	120	1
6131	120	1
6132	120	1
6136	300	6
6158	308	3
6159	308	3
6160	308	3
6209	245	3
6210	245	3
6211	245	3
6228	404	1
6229	404	1
6230	404	1
6231	404	1
6233	43	1
6234	43	1
6235	43	1
6260	98	1
6261	98	1
6262	98	1
6272	672	1
6273	672	1
6274	672	1
6275	790	1
6276	790	1
6277	790	1
6302	3710	1
6303	3710	1
6304	3710	1
6319	107	1
6320	107	1
6321	107	1
6333	125	1
6337	553	1
6338	553	1
6339	553	1
6340	777	1
6341	777	1
6342	777	1
6346	494	3
6347	494	3
6348	494	3
6349	500	3
6350	500	3
6351	500	3
6352	409	3
6353	409	3
6354	409	3
6380	128	3
6381	128	3
6382	128	3
6400	187	5
6401	187	5
6402	187	5
6403	23	3
6404	23	3
6405	23	3
6439	41	1
6440	41	1
6441	420	1
6442	362	1
6443	362	1
6445	176	1
6446	176	1
6447	176	1
6478	3800	1
6479	3800	1
6480	3800	1
6481	36	1
6482	36	1
6483	36	1
6484	558	1
6485	558	1
6486	558	1
6499	611	1
6500	526	3
6501	526	3
6502	526	3
6503	172	1
6504	172	1
6505	172	1
6506	172	1
6514	404	1
6515	404	1
6516	404	1
6517	20	1
6528	107	1
6630	278	5
6631	278	5
6632	278	5
6633	278	5
6634	278	5
6636	358	3
6637	358	3
6638	358	3
6668	672	3
6669	672	3
6670	672	3
6697	857	1
6698	857	1
6699	857	1
6700	857	1
6701	857	1
6703	171	1
6704	171	1
6705	171	1
6712	177	1
6713	177	1
6714	177	1
6715	177	1
6716	177	1
6755	184	3
6756	184	3
6757	184	3
6819	524	1
6820	524	1
6821	524	1
6823	320	1
6824	320	1
6825	320	1
6826	320	1
6827	320	1
6870	544	1
6871	544	1
6872	544	1
6873	3837	3
6874	3837	3
6875	3837	3
6876	259	3
6877	259	3
6878	259	3
6900	465	3
6901	465	3
6902	465	3
6903	465	3
6904	465	3
6908	499	1
6909	499	1
6910	499	1
6930	611	1
6935	465	3
6936	465	3
6937	465	3
6941	962	1
6942	962	1
6943	962	1
6944	962	1
6945	962	1
6977	3817	1
6978	3817	1
6979	3817	1
6980	128	1
6981	128	1
6982	128	1
6983	245	3
6988	985	1
6989	985	1
6990	985	1
7005	789	1
7006	789	1
7007	789	1
7033	804	1
7034	804	1
7035	804	1
7036	3646	1
7037	3646	1
7038	3646	1
7050	26	3
7051	26	3
7052	26	3
7053	26	3
7054	26	3
7055	26	3
7063	26	3
7064	26	3
7065	26	3
7100	254	3
7101	254	3
7102	254	3
7103	286	1
7104	286	1
7105	286	1
7116	110	1
7117	110	1
7118	110	1
7122	435	3
7123	435	3
7124	435	3
7125	435	3
7126	435	3
7128	109	1
7129	109	1
7130	109	1
7134	439	3
7135	439	3
7136	439	3
7137	672	1
7138	672	1
7139	672	1
7184	1685	1
7199	175	3
7200	175	3
7201	175	3
7204	278	5
7205	278	5
7206	278	5
7207	278	5
7208	278	5
7215	68	1
7216	68	1
7232	114	6
7233	114	6
7234	114	6
7246	794	1
7247	794	1
7248	794	1
7253	784	1
7254	785	1
7255	786	1
7256	787	1
7260	60	1
7261	60	1
7262	60	1
7263	58	1
7264	58	1
7265	58	1
7266	125	1
7276	217	1
7277	217	1
7278	217	1
7285	173	3
7286	173	3
7287	173	3
7288	409	3
7289	409	3
7290	409	3
7291	173	8
7292	173	8
7293	173	8
7301	19	3
7302	19	3
7303	19	3
7310	255	5
7311	255	5
7312	255	5
7316	41	1
7317	41	1
7323	254	3
7324	254	3
7325	254	3
7326	286	1
7327	286	1
7328	286	1
7329	6001	11
7330	6001	11
7331	6001	11
7335	702	1
7359	82	1
7360	82	1
7361	82	1
7378	82	3
7379	82	3
7380	82	3
7381	82	3
7382	82	3
7383	82	3
7390	87	1
7391	87	1
7392	87	1
7407	31	3
7414	185	6
7415	185	6
7416	185	6
7433	30	1
7434	30	1
7435	30	1
7436	30	1
7437	30	1
7445	187	5
7446	187	5
7447	187	5
7448	553	1
7449	553	1
7450	553	1
7451	777	1
7452	777	1
7453	777	1
7466	224	3
7472	447	3
7473	447	3
7474	447	3
7478	245	3
7497	128	3
7498	128	3
7499	128	3
7554	19	7
7555	19	7
7556	19	7
7557	19	7
7558	19	7
7562	30	6
7563	30	6
7564	30	6
7581	215	6
7582	215	6
7583	215	6
7615	494	3
7616	494	3
7617	494	3
7618	500	3
7619	500	3
7620	500	3
7621	20	1
7622	26	3
7623	26	3
7624	26	3
7631	309	3
7632	309	3
7633	309	3
7650	310	6
7651	310	6
7652	310	6
7653	311	3
7654	311	3
7655	311	3
7656	309	6
7657	309	6
7658	309	6
7659	153	3
7660	153	3
7661	153	3
7664	170	3
7665	170	3
7666	170	3
7667	170	3
7668	170	3
7682	68	1
7686	435	3
7687	435	3
7688	435	3
7691	224	3
7695	862	3
7696	862	3
7697	862	3
7700	310	3
7701	310	3
7702	310	3
7704	3707	1
7705	3707	1
7706	3707	1
7707	87	1
7708	87	1
7709	87	1
7710	702	1
7711	702	1
7712	3826	1
7715	901	1
7716	901	1
7717	901	1
7718	125	1
7722	19	7
7723	19	7
7724	19	7
7725	19	7
7726	19	7
7733	195	3
7743	184	1
7744	184	1
7745	184	1
7748	13	5
7749	13	5
7750	13	5
7751	2234	1
7752	2234	1
7753	2234	1
7754	85	1
7757	9403	1
7758	9403	1
7759	9403	1
7760	824	1
7761	824	1
7762	824	1
7765	7689	1
7766	7689	1
7767	7689	1
7768	7689	1
7770	19	3
7771	19	3
7772	19	3
7773	19	3
7774	19	3
7775	19	3
7822	1154	1
7823	1154	1
7824	1154	1
7825	1154	1
7826	1154	1
7827	1404	3
7832	60	1
7833	60	1
7834	60	1
7835	60	1
7836	60	1
7842	19	7
7843	19	7
7844	19	7
7940	558	1
7941	558	1
7942	558	1
7943	39	1
7944	41	1
7951	19	3
7952	19	3
7953	19	3
7983	520	1
7984	520	1
7985	520	1
7986	705	1
7987	705	1
7988	705	1
7989	1092	1
7990	1092	1
7991	1092	1
7992	1092	1
7993	39	1
7994	39	1
7995	39	1
8031	791	1
8032	791	1
8033	791	1
8035	521	1
8036	521	1
8037	521	1
8069	160	4
8070	160	4
8071	160	4
8076	565	1
8077	565	1
8078	565	1
8079	565	1
8080	565	1
8081	565	1
8082	208	1
8083	208	1
8084	208	1
8195	3707	1
8196	3707	1
8197	3707	1
8198	210	1
8199	210	1
8200	210	1
8204	153	1
8205	153	1
8206	153	1
8207	285	1
8208	285	1
8209	285	1
8220	3812	1
8224	516	3
8225	516	3
8226	516	3
8260	1211	1
8263	142	20
8264	142	20
8265	142	20
8266	142	20
8267	142	20
8268	142	20
8269	142	20
8270	142	20
8271	142	20
8272	142	20
8273	142	20
8274	142	20
8275	142	20
8276	142	20
8277	142	20
8278	142	20
8279	142	20
8280	142	20
8281	142	20
8282	142	20
8283	142	20
8284	142	20
8285	142	20
8286	142	20
8287	142	20
8288	142	20
8289	142	20
8290	142	20
8291	142	20
8292	142	20
8293	142	20
8294	142	20
8295	142	20
8296	142	20
8297	142	20
8303	309	6
8309	31	3
8310	31	3
8311	31	3
8312	110	1
8317	8205	1
8318	8205	1
8319	199	1
8320	199	1
8321	199	1
8332	861	1
8333	861	1
8334	861	1
8335	1041	1
8336	1041	1
8337	1041	1
8338	1041	1
8339	1041	1
8344	215	6
8345	215	6
8346	215	6
8347	616	1
8348	616	1
8349	616	1
8351	142	20
8352	142	20
8353	142	20
8354	142	20
8355	142	20
8356	142	20
8357	142	20
8358	142	20
8359	142	20
8360	142	20
8361	142	20
8362	142	20
8363	142	20
8364	142	20
8365	142	20
8366	142	20
8367	142	20
8368	142	20
8369	142	20
8370	142	20
8371	142	20
8372	142	20
8373	142	20
8374	142	20
8375	142	20
8376	142	20
8377	142	20
8378	142	20
8379	142	20
8380	142	20
8381	142	20
8382	142	20
8383	142	20
8384	142	20
8385	142	20
8386	142	20
8387	142	20
8388	142	20
8389	142	20
8390	142	20
8391	142	20
8392	142	20
8393	142	20
8394	142	20
8395	142	20
8396	142	20
8397	142	20
8398	142	20
8399	142	20
8400	142	20
8401	142	20
8402	142	20
8403	142	20
8404	142	20
8405	142	20
8406	142	20
8407	142	20
8408	142	20
8409	142	20
8410	142	20
8411	142	20
8412	142	20
8413	142	20
8414	142	20
8415	142	20
8416	142	20
8417	142	20
8418	142	20
8419	142	20
8420	142	20
8421	516	3
8427	254	3
8428	254	3
8429	254	3
9103	1350	3
9104	1350	3
9105	1350	3
9106	1351	3
9107	1351	3
9108	1351	3
9112	1390	3
9113	1390	3
9114	1390	3
9115	1391	3
9116	1391	3
9117	1391	3
9121	1370	3
9122	1370	3
9123	1370	3
9124	1371	3
9125	1371	3
9126	1371	3
9130	1380	3
9131	1380	3
9132	1380	3
9133	1381	3
9134	1381	3
9135	1381	3
9139	1470	3
9140	1470	3
9141	1470	3
9142	1471	3
9143	1471	3
9144	1471	3
9148	1480	3
9149	1480	3
9150	1480	3
9151	1481	3
9152	1481	3
9153	1481	3
9157	1490	3
9158	1490	3
9159	1490	3
9160	1491	3
9161	1491	3
9162	1491	3
9166	1460	3
9167	1460	3
9168	1460	3
9169	1461	3
9170	1461	3
9171	1461	3
9175	1450	3
9176	1450	3
9177	1450	3
9178	1451	3
9179	1451	3
9180	1451	3
9184	1440	3
9185	1440	3
9186	1440	3
9187	1441	3
9188	1441	3
9189	1441	3
9193	1420	3
9194	1420	3
9195	1420	3
9196	1421	3
9197	1421	3
9198	1421	3
9202	1430	3
9203	1430	3
9204	1430	3
9205	1431	3
9206	1431	3
9207	1431	3
9211	1400	3
9212	1400	3
9213	1400	3
9214	1401	3
9215	1401	3
9216	1401	3
9220	1360	3
9221	1360	3
9222	1360	3
9223	1361	3
9224	1361	3
9225	1361	3
9229	1500	3
9230	1500	3
9231	1500	3
9232	1501	3
9233	1501	3
9234	1501	3
9238	1410	3
9239	1410	3
9240	1410	3
9241	1411	3
9242	1411	3
9243	1411	3
9300	1300	3
9301	1300	3
9302	1300	3
9303	1300	6
9304	1300	6
9305	1300	6
9306	1300	9
9307	1300	9
9308	1300	9
9309	1313	3
9310	1313	3
9311	1313	3
9312	1313	6
9313	1313	6
9314	1313	6
9315	1313	9
9316	1313	9
9317	1313	9
9318	1302	3
9319	1302	3
9320	1302	3
9321	1302	6
9322	1302	6
9323	1302	6
9324	1302	9
9325	1302	9
9326	1302	9
9327	1303	3
9328	1303	3
9329	1303	3
9330	1303	6
9331	1303	6
9332	1303	6
9333	1303	9
9334	1303	9
9335	1303	9
9336	1301	3
9337	1301	3
9338	1301	3
9339	1301	6
9340	1301	6
9341	1301	6
9342	1301	9
9343	1301	9
9344	1301	9
9345	1312	3
9346	1312	3
9347	1312	3
9348	1312	6
9349	1312	6
9350	1312	6
9351	1312	9
9352	1312	9
9353	1312	9
9354	1315	3
9355	1315	3
9356	1315	3
9357	1315	6
9358	1315	6
9359	1315	6
9360	1315	9
9361	1315	9
9362	1315	9
9363	1310	3
9364	1310	3
9365	1310	3
9366	1310	6
9367	1310	6
9368	1310	6
9369	1310	9
9370	1310	9
9371	1310	9
9372	1311	3
9373	1311	3
9374	1311	3
9375	1311	6
9376	1311	6
9377	1311	6
9378	1311	9
9379	1311	9
9380	1311	9
9381	1309	3
9382	1309	3
9383	1309	3
9384	1309	6
9385	1309	6
9386	1309	6
9387	1309	9
9388	1309	9
9389	1309	9
9390	1308	3
9391	1308	3
9392	1308	3
9393	1308	6
9394	1308	6
9395	1308	6
9396	1308	9
9397	1308	9
9398	1308	9
9399	1307	3
9400	1307	3
9401	1307	3
9402	1307	6
9403	1307	6
9404	1307	6
9405	1307	9
9406	1307	9
9407	1307	9
9408	1304	3
9409	1304	3
9410	1304	3
9411	1304	6
9412	1304	6
9413	1304	6
9414	1304	9
9415	1304	9
9416	1304	9
9417	1305	3
9418	1305	3
9419	1305	3
9420	1305	6
9421	1305	6
9422	1305	6
9423	1305	9
9424	1305	9
9425	1305	9
9426	1306	3
9427	1306	3
9428	1306	3
9429	1306	6
9430	1306	6
9431	1306	6
