1	0	0	0	0	9979	1	0	14
2	0	0	0	0	9990	20	0	-1
3	0	0	0	0	9991	20	0	-1
5	0	1	0	0	9998	1	0	13
6	0	3	0	0	9998	1	0	13
7	0	4	0	0	9998	1	0	13
8	0	5	0	0	9998	1	0	13
9	0	8	0	0	9998	1	0	13
10	0	2	0	0	9999	1	0	13
11	0	6	0	0	9999	1	0	13
12	0	7	0	0	9999	1	0	13
13	0	10	0	0	9999	1	0	13
14	0	9	0	0	9997	1	0	13
15	0	11	0	0	9997	1	0	13
16	0	12	0	0	9997	1	0	13
17	0	13	0	0	9997	1	0	13
18	0	14	0	0	9997	1	0	13
19	0	15	0	0	9997	1	0	13
20	0	16	0	0	55623	1	0	13
21	0	2	0	0	15200	1	0	-1
22	0	2	0	0	15202	1	0	-1
23	0	6	0	0	15026	1	0	-1
24	0	6	0	0	15200	1	0	-1
25	0	10	0	0	15093	1	0	-1
26	0	10	0	0	15200	1	0	-1
27	0	11	0	0	15343	1	0	-1
28	0	11	0	0	9989	1	0	-1
29	0	12	0	0	15288	1	0	-1
30	0	12	0	0	15372	1	0	-1
31	0	13	0	0	15093	1	0	-1
32	0	13	0	0	15288	1	0	-1
33	0	14	0	0	15041	1	0	-1
34	0	14	0	0	15288	1	0	-1
35	0	0	0	0	32601	1	0	-1
36	0	1	0	0	21779	20	0	-1
37	0	2	0	0	21779	20	0	-1
38	0	3	0	0	21779	20	0	-1
39	0	4	0	0	21779	20	0	-1
40	0	5	0	0	21779	20	0	-1
41	0	7	0	0	21779	20	0	-1
42	0	8	0	0	21779	20	0	-1
43	0	9	0	0	21779	20	0	-1
44	0	10	0	0	21779	20	0	-1
45	0	11	0	0	21779	20	0	-1
46	0	12	0	0	21779	20	0	-1
47	0	13	0	0	21779	20	0	-1
48	0	14	0	0	21779	20	0	-1
49	0	15	0	0	21779	20	0	-1
50	2	1	0	29	18760	1	0	-1
51	2	10	0	29	18761	1	0	-1
52	2	9	0	29	18762	1	0	-1
53	6	1	0	41	18751	1	0	-1
54	6	9	0	42	18752	1	0	-1
55	6	14	0	41	18753	1	0	-1
56	6	13	0	41	18754	1	0	-1
57	6	12	0	41	18755	1	0	-1
58	6	2	0	42	18756	1	0	-1
59	6	5	0	42	18757	1	0	-1
60	6	11	0	42	18758	1	0	-1
61	8	2	0	67	18765	1	0	-1
62	8	1	0	60	18766	1	0	-1
63	8	9	0	67	18767	1	0	-1
64	8	3	0	67	18768	1	0	-1
65	3	2	210	24	18723	1	0	-1
66	3	2	209	24	18724	1	0	-1
67	3	3	209	24	18725	1	0	-1
68	3	3	210	24	18726	1	0	-1
69	3	12	0	23	18727	1	0	-1
70	3	13	0	23	18728	1	0	-1
71	3	14	0	23	18729	1	0	-1
72	3	11	203	75	18018	1	0	-1
73	3	5	203	75	18017	1	0	-1
74	3	2	203	75	18019	1	0	-1
75	330	12	0	50	18367	1	0	-1
76	330	1	0	50	18363	1	0	-1
77	330	10	0	50	18366	1	0	-1
78	330	3	0	50	18365	1	0	-1
79	330	2	208	50	18364	1	0	-1
80	2	15	0	29	18847	1	0	-1
81	12	13	201	55	18702	1	0	-1
82	12	14	201	55	18703	1	0	-1
83	12	9	201	55	18705	1	0	-1
84	12	1	201	55	18759	1	0	-1
85	12	2	201	55	18769	1	0	-1
86	12	1	202	55	18770	1	0	-1
87	12	11	201	55	18771	1	0	-1
88	12	13	202	55	18772	1	0	-1
89	12	14	202	55	18773	1	0	-1
90	12	12	202	55	18774	1	0	-1
91	12	2	202	55	18775	1	0	-1
92	12	9	202	55	18776	1	0	-1
93	12	3	0	55	18433	1	0	-1
94	12	5	201	55	18434	1	0	-1
95	1	6	0	3	18713	1	0	-1
96	1	4	0	3	18709	1	0	-1
97	7	6	0	3	18713	1	0	-1
98	7	4	0	3	18709	1	0	-1
99	1	5	0	45	18706	1	0	-1
100	1	2	201	45	18716	1	0	-1
101	1	9	0	2	18708	1	0	-1
102	1	3	212	2	18711	1	0	-1
103	1	7	0	2	18712	1	0	-1
104	1	2	212	2	18714	1	0	-1
105	1	1	0	1	18707	1	0	-1
106	1	2	207	1	18715	1	0	-1
107	1	3	207	1	18710	1	0	-1
108	1	8	0	1	18717	1	0	-1
109	1	12	0	1	18718	1	0	-1
110	1	13	0	1	18719	1	0	-1
111	1	14	0	1	18720	1	0	-1
112	1	11	0	45	18721	1	0	-1
113	1	2	208	8	18735	1	0	-1
114	1	2	204	8	18736	1	0	-1
115	1	3	208	8	18737	1	0	-1
116	1	3	204	8	18738	1	0	-1
117	1	12	0	9	18739	1	0	-1
118	1	13	0	9	18740	1	0	-1
119	1	14	0	9	18741	1	0	-1
120	1	11	0	9	18742	1	0	-1
121	1	5	0	10	18743	1	0	-1
122	1	2	206	10	18744	1	0	-1
123	1	9	0	10	18745	1	0	-1
124	1	7	0	9	18746	1	0	-1
125	1	8	0	8	18747	1	0	-1
126	1	1	0	9	18748	1	0	-1
127	11	2	0	19	18731	1	0	-1
128	11	9	0	19	18732	1	0	-1
129	11	1	0	19	18733	1	0	-1
130	11	6	0	19	18734	1	0	-1
131	11	4	0	19	18432	1	0	-1
132	11	3	0	19	18431	1	0	-1
133	5	13	0	62	18777	1	0	-1
134	5	14	0	62	18778	1	0	-1
135	5	12	0	62	18779	1	0	-1
136	5	2	0	61	18780	1	0	-1
137	5	3	0	61	18781	1	0	-1
138	7	3	0	61	18781	1	0	-1
139	4	1	0	54	18782	1	0	-1
140	4	8	0	54	18783	1	0	-1
141	4	9	0	54	18784	1	0	-1
142	4	4	0	54	18785	1	0	-1
143	4	6	0	54	18786	1	0	-1
144	7	1	0	54	18782	1	0	-1
145	7	8	0	54	18783	1	0	-1
146	7	9	0	54	18784	1	0	-1
147	7	4	0	54	18785	1	0	-1
148	7	6	0	54	18786	1	0	-1
149	10	1	0	49	18787	1	0	-1
150	10	10	0	49	18788	1	0	-1
151	10	5	0	49	18789	1	0	-1
152	10	15	0	49	18846	1	0	-1
153	9	1	0	52	18790	1	0	-1
154	9	10	0	52	18791	1	0	-1
155	9	5	0	52	18792	1	0	-1
156	9	15	0	52	18845	1	0	-1
157	130	1	0	155	18553	1	0	-1
158	130	10	0	155	18551	1	0	-1
159	130	9	0	155	18554	1	0	-1
160	130	15	0	155	18849	1	0	-1
161	130	8	0	155	18552	1	0	-1
162	128	1	0	106	18203	1	0	-1
163	128	10	0	106	18206	1	0	-1
164	128	5	0	106	18205	1	0	-1
165	128	11	0	82	18207	1	0	-1
166	128	7	0	106	18204	1	0	-1
167	128	15	0	106	18848	1	0	-1
168	7	9	0	2	18708	1	0	-1
169	7	3	212	2	18711	1	0	-1
170	7	1	0	1	18707	1	0	-1
171	7	3	207	1	18710	1	0	-1
172	7	8	0	1	18717	1	0	-1
173	7	3	208	8	18737	1	0	-1
174	7	3	204	8	18738	1	0	-1
175	7	9	0	10	18745	1	0	-1
176	7	8	0	8	18747	1	0	-1
177	7	1	0	9	18748	1	0	-1
178	3	0	203	0	6378	1	0	-1
179	9	5	203	52	18792	1	0	-1
180	0	16	0	0	21779	20	0	-1
181	0	16	0	0	59892	1	0	-1
182	8	16	0	0	36000	1	0	-1
183	10	16	0	0	36001	1	0	-1
184	9	16	0	0	36002	1	0	-1
185	2	16	0	0	36003	1	0	-1
186	130	16	0	0	36004	1	0	-1
187	12	12	201	55	18704	1	0	-1
188	330	2	206	50	51637	1	0	-1
189	330	11	0	50	51634	1	0	-1
190	330	9	0	50	51636	1	0	-1
191	330	5	0	50	51635	1	0	-1
192	12	1	211	55	18770	1	0	-1
193	12	1	396	55	18770	1	0	-1
194	12	2	205	55	18775	1	0	-1
195	12	9	205	55	18776	1	0	-1
196	12	9	396	55	18776	1	0	-1
197	12	12	213	55	18774	1	0	-1
198	12	12	396	55	18774	1	0	-1
199	12	13	396	55	18772	1	0	-1
200	12	14	396	55	18773	1	0	-1
201	1	14	0	45	18851	1	0	-1
202	1	13	0	45	18850	1	0	-1
203	1	12	0	45	18852	1	0	-1
204	1	1	0	45	18853	1	0	-1
205	1	14	0	45	18851	1	0	-1
206	1	13	0	45	18850	1	0	-1
207	1	12	0	45	18852	1	0	-1
208	1	1	0	45	18853	1	0	-1
209	7	1	0	45	18853	1	0	-1
210	1	8	0	382	18747	1	0	-1
211	7	8	0	382	18747	1	0	-1
212	1	2	206	382	18744	1	0	-1
213	7	1	0	45	18853	1	0	-1
214	1	8	0	382	18747	1	0	-1
215	7	8	0	382	18747	1	0	-1
216	1	2	206	382	18744	1	0	-1
217	1	2	204	383	18736	1	0	-1
218	1	2	208	383	18735	1	0	-1
219	1	3	204	383	18738	1	0	-1
220	7	3	204	383	18738	1	0	-1
221	1	3	208	383	18737	1	0	-1
222	7	3	208	383	18737	1	0	-1
223	1	11	0	382	18742	1	0	-1
224	1	5	0	382	18743	1	0	-1
225	7	9	0	382	18745	1	0	-1
226	1	9	0	382	18745	1	0	-1
227	1	7	0	383	18746	1	0	-1
228	1	14	206	382	18856	1	0	-1
229	1	13	206	382	18855	1	0	-1
230	1	12	206	382	18854	1	0	-1
231	1	1	206	382	18857	1	0	-1
232	7	1	206	382	18857	1	0	-1
233	1	14	0	383	18741	1	0	-1
234	1	13	0	383	18740	1	0	-1
235	1	12	0	383	18739	1	0	-1
236	1	1	204	382	18748	1	0	-1
237	1	1	396	382	18748	1	0	-1
238	1	1	211	382	18748	1	0	-1
239	1	1	208	382	18748	1	0	-1
240	7	1	211	382	18748	1	0	-1
241	7	1	396	382	18748	1	0	-1
242	7	1	214	382	18748	1	0	-1
243	7	1	209	382	18748	1	0	-1
244	7	1	204	382	18748	1	0	-1
245	7	1	208	382	18748	1	0	-1
