1	55	22763	50	100	0	0
2	17	22765	50	100	0	0
3	68	22757	50	100	0	0
4	106	14989	50	100	0	0
5	106	14990	50	100	0	0
6	106	14991	50	100	0	0
7	106	14992	50	100	0	0
8	106	14993	50	100	0	0
9	106	14994	50	100	0	0
10	106	14995	50	100	0	0
11	106	14996	50	100	0	0
12	106	14981	50	100	0	0
13	106	14982	50	100	0	0
14	106	14983	50	100	0	0
15	106	14984	50	100	0	0
16	106	14985	50	100	0	0
17	106	14986	50	100	0	0
18	106	14987	50	100	0	0
19	106	14988	50	100	0	0
20	106	14919	50	100	0	0
21	106	14939	50	100	0	0
22	106	14940	50	100	0	0
23	106	14917	50	100	0	0
24	106	14999	50	100	0	0
25	106	14997	50	100	0	0
26	106	14918	50	100	0	0
27	106	12402	50	100	0	0
28	106	12444	50	100	0	0
29	106	14967	50	100	0	0
30	82	14989	50	100	0	0
31	82	14990	50	100	0	0
32	82	14991	50	100	0	0
33	82	14992	50	100	0	0
34	82	14993	50	100	0	0
35	82	14994	50	100	0	0
36	82	14995	50	100	0	0
37	82	14996	50	100	0	0
38	82	14981	50	100	0	0
39	82	14982	50	100	0	0
40	82	14983	50	100	0	0
41	82	14984	50	100	0	0
42	82	14985	50	100	0	0
43	82	14986	50	100	0	0
44	82	14987	50	100	0	0
45	82	14988	50	100	0	0
46	82	14919	50	100	0	0
47	82	14939	50	100	0	0
48	82	14940	50	100	0	0
49	82	14917	50	100	0	0
50	82	14999	50	100	0	0
51	82	14997	50	100	0	0
52	82	14918	50	100	0	0
53	82	12444	50	100	0	0
54	82	14967	50	100	0	0
55	103	14979	50	100	0	0
56	90	22746	55	20	0	0
57	90	14974	50	100	0	0
58	117	22766	50	100	0	0
59	117	22770	50	100	0	0
60	58	22754	50	100	0	0
61	121	22771	50	100	0	0
62	70	22756	50	100	0	0
63	225	65475	50	100	0	0
64	225	65474	50	100	0	0
65	225	65473	50	100	0	0
66	15	22751	145	100	0	0
67	116	22769	50	100	0	0
68	98	22761	50	100	0	0
69	47	22752	50	100	0	0
70	84	14989	50	100	0	0
71	84	14990	50	100	0	0
72	84	14991	50	100	0	0
73	84	14992	50	100	0	0
74	84	14993	50	100	0	0
75	84	14994	50	100	0	0
76	84	14995	50	100	0	0
77	84	14996	50	100	0	0
78	84	14981	50	100	0	0
79	84	14982	50	100	0	0
80	84	14983	50	100	0	0
81	84	14984	50	100	0	0
82	84	14985	50	100	0	0
83	84	14986	50	100	0	0
84	84	14987	50	100	0	0
85	84	14988	50	100	0	0
86	84	14919	50	100	0	0
87	84	14939	50	100	0	0
88	84	14940	50	100	0	0
89	84	14917	50	100	0	0
90	84	14999	50	100	0	0
91	84	14997	50	100	0	0
92	84	14918	50	100	0	0
93	84	12402	50	100	0	0
94	84	12444	50	100	0	0
95	84	14967	50	100	0	0
96	224	65483	50	100	0	0
97	224	65478	50	100	0	0
98	224	65484	50	100	0	0
99	224	65485	50	100	0	0
100	5	22750	50	100	0	0
101	110	22767	50	100	0	0
102	110	22768	50	100	0	0
103	46	22760	50	100	0	0
104	46	22752	50	100	0	0
105	181	22751	195	7	0	0
106	113	22772	50	100	0	0
107	102	14978	50	100	0	0
108	64	22755	50	100	0	0
109	128	22774	174	10	0	0
110	74	22748	50	100	0	0
111	51	22749	50	100	0	0
112	107	14977	50	100	0	0
113	107	12635	50	100	0	0
118	182	22751	145	100	0	0
119	13	22751	145	100	0	0
120	61	22764	50	100	0	0
121	69	22745	50	100	0	0
122	69	19113	50	100	0	0
123	93	14976	50	100	0	0
124	205	12561	50	100	0	0
125	126	1789	50	100	0	0
126	126	1790	50	100	0	0
127	126	1787	50	100	0	0
128	126	1788	50	100	0	0
129	204	12560	50	100	0	0
130	204	30887	86	100	0	0
131	204	29792	50	100	0	0
132	210	30886	50	100	0	0
133	203	30888	50	100	0	0
134	203	29792	50	100	0	0
135	203	11299	50	100	0	0
136	208	12560	50	100	0	0
137	208	30889	50	100	0	0
138	216	30891	50	100	0	0
139	216	30890	50	100	0	0
140	39	22758	50	100	0	0
141	89	14973	50	100	0	0
142	125	22773	50	100	0	0
143	14	22751	145	100	0	0
144	62	22764	50	100	0	0
145	3	22762	50	100	0	0
146	83	22759	50	100	0	0
147	83	14972	50	100	0	0
148	96	19113	50	100	0	0
149	96	14980	50	100	0	0
150	226	65480	50	100	0	0
151	226	65479	50	100	0	0
152	226	65478	50	100	0	0
153	38	22747	74	50	0	0
154	79	14975	50	100	0	0
155	12	22751	145	100	0	0
156	120	22775	50	100	0	0
157	107	12635	50	100	0	0
158	0	13076	20	100	0	0
159	0	13019	40	100	0	0
161	126	1791	100	10	0	0
162	229	12784	45	100	0	0
163	229	65601	45	100	0	0
164	229	65600	45	100	0	0
165	229	14977	45	100	0	0
166	234	12784	45	100	0	0
167	234	65601	45	100	0	0
168	234	65600	45	100	0	0
169	234	14977	45	100	0	0
170	239	12784	45	100	0	0
171	239	65601	45	100	0	0
172	239	65600	45	100	0	0
173	239	14977	45	100	0	0
174	244	12784	45	100	0	0
175	244	65601	45	100	0	0
176	244	65600	45	100	0	0
177	244	14977	45	100	0	0
178	249	12784	45	100	0	0
179	249	65601	45	100	0	0
180	249	65600	45	100	0	0
181	249	14977	45	100	0	0
182	254	12784	45	100	0	0
183	254	65601	45	100	0	0
184	254	65600	45	100	0	0
185	254	14977	45	100	0	0
186	259	12784	45	100	0	0
187	259	65601	45	100	0	0
188	259	65600	45	100	0	0
189	259	14977	45	100	0	0
190	264	12784	45	100	0	0
191	264	65601	45	100	0	0
192	264	65600	45	100	0	0
193	264	14977	45	100	0	0
194	279	51191	0	100	0	0
195	279	51192	0	100	0	0
196	279	51193	0	100	0	0
197	279	51194	0	100	0	0
198	279	51195	0	100	0	0
199	279	51196	0	100	0	0
200	279	51197	0	100	0	0
201	279	51198	0	100	0	0
202	279	51199	0	100	0	0
203	279	51200	0	100	0	0
204	279	51201	0	100	0	0
205	279	51202	0	100	0	0
206	279	51203	0	100	0	0
207	279	51204	0	100	0	0
208	279	51205	0	100	0	0
209	279	51176	0	100	0	0
210	279	51177	0	100	0	0
211	279	51178	0	100	0	0
212	279	51179	0	100	0	0
213	279	51180	0	100	0	0
214	279	51181	0	100	0	0
215	279	51182	0	100	0	0
216	279	51183	0	100	0	0
217	279	51184	0	100	0	0
218	279	51185	0	100	0	0
219	279	51186	0	100	0	0
220	279	51187	0	100	0	0
221	279	51188	0	100	0	0
222	279	51189	0	100	0	0
223	279	51190	0	100	0	0
224	280	51191	0	25	0	0
225	280	51192	0	25	0	0
226	280	51193	0	25	0	0
227	280	51194	0	25	0	0
228	280	51195	0	25	0	0
229	280	51176	0	25	0	0
230	280	51177	0	25	0	0
231	280	51178	0	25	0	0
232	280	51179	0	25	0	0
233	280	51180	0	25	0	0
234	280	58684	0	100	0	0
253	280	51196	0	25	0	0
254	280	51197	0	25	0	0
255	280	51198	0	25	0	0
256	280	51199	0	25	0	0
257	280	51200	0	25	0	0
258	280	51201	0	25	0	0
259	280	51202	0	25	0	0
260	280	51203	0	25	0	0
261	280	51204	0	25	0	0
262	280	51205	0	25	0	0
271	280	51181	0	25	0	0
272	280	51182	0	25	0	0
273	280	51183	0	25	0	0
274	280	51184	0	25	0	0
275	280	51185	0	25	0	0
276	280	51186	0	25	0	0
277	280	51187	0	25	0	0
278	280	51188	0	25	0	0
279	280	51189	0	25	0	0
280	280	51190	0	25	0	0
281	25	22751	145	100	0	0
282	422	32057	75	50	0	0
283	422	32056	75	50	0	0
284	422	32059	75	50	0	0
285	422	32058	75	50	0	0
286	395	97268	75	50	0	0
287	480	46778	75	50	0	0
288	480	46777	75	50	0	0
289	413	22760	50	100	0	0
290	69	69914	100	25	0	0
291	182	69914	100	25	0	0
292	224	69914	100	25	0	0
293	93	69914	100	25	0	0
