1	283	51206	0	100
2	283	51381	0	100
3	283	51215	0	100
4	283	51390	0	100
5	283	51216	0	100
6	283	51391	0	100
7	283	51217	0	100
8	283	51392	0	100
9	283	51218	0	100
10	283	51393	0	100
11	283	51219	0	100
12	283	51394	0	100
13	283	51220	0	100
14	283	51395	0	100
15	283	51207	0	100
16	283	51382	0	100
17	283	51208	0	100
18	283	51383	0	100
19	283	51209	0	100
20	283	51384	0	100
21	283	51210	0	100
22	283	51385	0	100
23	283	51211	0	100
24	283	51386	0	100
25	283	51212	0	100
26	283	51387	0	100
27	283	51213	0	100
28	283	51388	0	100
29	283	51214	0	100
30	283	51389	0	100
31	283	58684	0	100
32	283	58685	0	100
33	283	58683	0	100
34	283	58686	0	100
35	283	58153	0	100
36	283	55577	0	100
37	283	63833	0	100
38	209	28022	0	100
39	87	12728	0	100
40	68	14968	0	100
41	117	19125	0	10
42	117	19122	0	10
43	117	19123	0	10
44	117	19120	0	10
45	117	19121	0	10
46	117	19126	0	10
47	117	19124	0	10
48	227	59044	0	100
49	121	19125	0	100
50	121	19122	0	100
51	121	19123	0	100
52	70	14970	0	100
57	86	12634	0	100
58	86	12795	0	100
59	22	14922	0	100
60	15	14915	0	100
61	116	19140	0	100
62	94	12767	0	100
63	98	14998	0	100
64	30	12634	0	100
65	30	14930	0	100
66	47	14947	0	100
67	284	51206	0	100
68	284	51381	0	100
69	284	51215	0	100
70	284	51390	0	100
71	284	51216	0	100
72	284	51391	0	100
73	284	51217	0	100
74	284	51392	0	100
75	284	51218	0	100
76	284	51393	0	100
77	284	51219	0	100
78	284	51394	0	100
79	284	51220	0	100
80	284	51395	0	100
81	284	51207	0	100
82	284	51382	0	100
83	284	51208	0	100
84	284	51383	0	100
85	284	51209	0	100
86	284	51384	0	100
87	284	51210	0	100
88	284	51385	0	100
89	284	51211	0	100
90	284	51386	0	100
91	284	51212	0	100
92	284	51387	0	100
93	284	51213	0	100
94	284	51388	0	100
95	284	51214	0	100
96	284	51389	0	100
97	284	58684	0	100
98	284	58685	0	100
99	284	58683	0	100
